"CubeId";"zimoma"
"PublishingDate";"2023-10-02 14:30"

"Date";"D0";"Value"
"1998-02";"1TGT";"0.625"
"1998-02";"EG3M";"0.88"
"1998-03";"SARON";
"1998-03";"1TGT";"1.375"
"1998-03";"EG3M";"1.19"
"1998-04";"SARON";
"1998-04";"1TGT";"1.375"
"1998-04";"EG3M";"1.127"
"1998-05";"SARON";
"1998-05";"1TGT";"1.5"
"1998-05";"EG3M";"1.469"
"1998-06";"SARON";
"1998-06";"1TGT";"2.125"
"1998-06";"EG3M";"1.86"
"1998-07";"SARON";
"1998-07";"1TGT";"1.5"
"1998-07";"EG3M";"1.888"
"1998-08";"SARON";
"1998-08";"1TGT";"1.375"
"1998-08";"EG3M";"1.481"
"1998-09";"SARON";
"1998-09";"1TGT";"1"
"1998-09";"EG3M";"1.29"
"1998-10";"SARON";
"1998-10";"1TGT";"0.75"
"1998-10";"EG3M";"0.952"
"1998-11";"SARON";
"1998-11";"1TGT";"1.5"
"1998-11";"EG3M";"1.246"
"1998-12";"SARON";
"1998-12";"1TGT";"0.875"
"1998-12";"EG3M";"1.25"
"1999-01";"SARON";
"1999-01";"1TGT";"1"
"1999-01";"EG3M";"0.952"
"1999-02";"SARON";
"1999-02";"1TGT";"1.125"
"1999-02";"EG3M";"1.071"
"1999-03";"SARON";
"1999-03";"1TGT";"1"
"1999-03";"EG3M";"1.003"
"1999-04";"SARON";
"1999-04";"1TGT";"0.875"
"1999-04";"EG3M";"0.753"
"1999-05";"SARON";
"1999-05";"1TGT";"0.875"
"1999-05";"EG3M";"0.829"
"1999-06";"SARON";"2.5"
"1999-06";"1TGT";"1"
"1999-06";"EG3M";"1.055"
"1999-07";"SARON";"0.65"
"1999-07";"1TGT";"0.75"
"1999-07";"EG3M";"0.999"
"1999-08";"SARON";"0.662654"
"1999-08";"1TGT";"0.75"
"1999-08";"EG3M";"0.928"
"1999-09";"SARON";"1.603778"
"1999-09";"1TGT";"1.125"
"1999-09";"EG3M";"1.039"
"1999-10";"SARON";"0.823193"
"1999-10";"1TGT";"0.875"
"1999-10";"EG3M";"1.952"
"1999-11";"SARON";"1.078627"
"1999-11";"1TGT";"0.875"
"1999-11";"EG3M";"1.589"
"1999-12";"SARON";"1.437788"
"1999-12";"1TGT";"1.09375"
"1999-12";"EG3M";"1.912"
"2000-01";"SARON";"2.28"
"2000-01";"1TGT";"2.0625"
"2000-01";"EG3M";"1.7"
"2000-02";"SARON";"1.342026"
"2000-02";"1TGT";"1.8"
"2000-02";"EG3M";"2.231"
"2000-03";"SARON";"2.361749"
"2000-03";"1TGT";"2.35"
"2000-03";"EG3M";"2.729"
"2000-04";"SARON";"2.547827"
"2000-04";"1TGT";"2.95"
"2000-04";"EG3M";"2.753"
"2000-05";"SARON";"3.047974"
"2000-05";"1TGT";"2.7"
"2000-05";"EG3M";"2.889"
"2000-06";"SARON";"3.054887"
"2000-06";"1TGT";"3.05"
"2000-06";"EG3M";"3.19"
"2000-07";"SARON";"2.778948"
"2000-07";"1TGT";"3"
"2000-07";"EG3M";"3.247"
"2000-08";"SARON";"3.125945"
"2000-08";"1TGT";"2.96"
"2000-08";"EG3M";"3.279"
"2000-09";"SARON";"2.991287"
"2000-09";"1TGT";"3.1"
"2000-09";"EG3M";"3.291"
"2000-10";"SARON";"2.967391"
"2000-10";"1TGT";"3.08"
"2000-10";"EG3M";"3.319"
"2000-11";"SARON";"2.955805"
"2000-11";"1TGT";"2.93"
"2000-11";"EG3M";"3.319"
"2000-12";"SARON";"3.490226"
"2000-12";"1TGT";"3.5"
"2000-12";"EG3M";"3.202"
"2001-01";"SARON";"3.308556"
"2001-01";"1TGT";"3.36"
"2001-01";"EG3M";"3.202"
"2001-02";"SARON";"3.282052"
"2001-02";"1TGT";"3.3"
"2001-02";"EG3M";"3.271"
"2001-03";"SARON";"3.250111"
"2001-03";"1TGT";"3.35"
"2001-03";"EG3M";"3.102"
"2001-04";"SARON";"3.085493"
"2001-04";"1TGT";"3.1"
"2001-04";"EG3M";"2.901"
"2001-05";"SARON";"3.275508"
"2001-05";"1TGT";"3.25"
"2001-05";"EG3M";"2.949"
"2001-06";"SARON";"3.283814"
"2001-06";"1TGT";"3.25"
"2001-06";"EG3M";"3.042"
"2001-07";"SARON";"3.226346"
"2001-07";"1TGT";"3.2"
"2001-07";"EG3M";"2.993"
"2001-08";"SARON";"3.123531"
"2001-08";"1TGT";"3.3"
"2001-08";"EG3M";"3.03"
"2001-09";"SARON";"2.027698"
"2001-09";"1TGT";"2.12"
"2001-09";"EG3M";"2.032"
"2001-10";"SARON";"2.118133"
"2001-10";"1TGT";"2.15"
"2001-10";"EG3M";"1.992"
"2001-11";"SARON";"1.960142"
"2001-11";"1TGT";"2.18"
"2001-11";"EG3M";"1.948"
"2001-12";"SARON";"1.469348"
"2001-12";"1TGT";"1.65"
"2001-12";"EG3M";"1.653"
"2002-01";"SARON";"1.203506"
"2002-01";"1TGT";"1.42"
"2002-01";"EG3M";"1.589"
"2002-02";"SARON";"1.571053"
"2002-02";"1TGT";"1.68"
"2002-02";"EG3M";"1.553"
"2002-03";"SARON";"1.202675"
"2002-03";"1TGT";"1.32"
"2002-03";"EG3M";"1.529"
"2002-04";"SARON";"1.418686"
"2002-04";"1TGT";"1.51"
"2002-04";"EG3M";"1.441"
"2002-05";"SARON";"0.974746"
"2002-05";"1TGT";"1.03"
"2002-05";"EG3M";"1.151"
"2002-06";"SARON";"0.937309"
"2002-06";"1TGT";"1.02"
"2002-06";"EG3M";"1.079"
"2002-07";"SARON";"0.703175"
"2002-07";"1TGT";"0.64"
"2002-07";"EG3M";"0.553"
"2002-08";"SARON";"0.603556"
"2002-08";"1TGT";"0.6"
"2002-08";"EG3M";"0.57"
"2002-09";"SARON";"0.50856"
"2002-09";"1TGT";"0.65"
"2002-09";"EG3M";"0.549"
"2002-10";"SARON";"0.517184"
"2002-10";"1TGT";"0.53"
"2002-10";"EG3M";"0.495"
"2002-11";"SARON";"0.506908"
"2002-11";"1TGT";"0.59"
"2002-11";"EG3M";"0.44"
"2002-12";"SARON";"0.362647"
"2002-12";"1TGT";"0.44"
"2002-12";"EG3M";"0.276"
"2003-01";"SARON";"0.486557"
"2003-01";"1TGT";"0.48"
"2003-01";"EG3M";"0.239"
"2003-02";"SARON";"0.562408"
"2003-02";"1TGT";"0.49"
"2003-02";"EG3M";"0.4"
"2003-03";"SARON";"0.177559"
"2003-03";"1TGT";"0.17"
"2003-03";"EG3M";"0.17"
"2003-04";"SARON";"0.094747"
"2003-04";"1TGT";"0.11"
"2003-04";"EG3M";"0.132"
"2003-05";"SARON";"0.13474"
"2003-05";"1TGT";"0.1"
"2003-05";"EG3M";"0.14"
"2003-06";"SARON";"0.14823"
"2003-06";"1TGT";"0.13"
"2003-06";"EG3M";"0.119"
"2003-07";"SARON";"0.111008"
"2003-07";"1TGT";"0.08"
"2003-07";"EG3M";"0.099"
"2003-08";"SARON";"0.053337"
"2003-08";"1TGT";"0.08"
"2003-08";"EG3M";"0.119"
"2003-09";"SARON";"0.145845"
"2003-09";"1TGT";"0.11"
"2003-09";"EG3M";"0.12"
"2003-10";"SARON";"0.113241"
"2003-10";"1TGT";"0.1"
"2003-10";"EG3M";"0.119"
"2003-11";"SARON";"0.117566"
"2003-11";"1TGT";"0.11"
"2003-11";"EG3M";"0.135"
"2003-12";"SARON";"0.126631"
"2003-12";"1TGT";"0.09"
"2003-12";"EG3M";"0.106"
"2004-01";"SARON";"0.098549"
"2004-01";"1TGT";"0.1"
"2004-01";"EG3M";"0.115"
"2004-02";"SARON";"0.100093"
"2004-02";"1TGT";"0.09"
"2004-02";"EG3M";"0.15"
"2004-03";"SARON";"0.110365"
"2004-03";"1TGT";"0.1"
"2004-03";"EG3M";"0.135"
"2004-04";"SARON";"0.108065"
"2004-04";"1TGT";"0.12"
"2004-04";"EG3M";"0.182"
"2004-05";"SARON";"0.112946"
"2004-05";"1TGT";"0.1"
"2004-05";"EG3M";"0.17"
"2004-06";"SARON";"0.360676"
"2004-06";"1TGT";"0.36"
"2004-06";"EG3M";"0.329"
"2004-07";"SARON";"0.1953"
"2004-07";"1TGT";"0.22"
"2004-07";"EG3M";"0.42"
"2004-08";"SARON";"0.173508"
"2004-08";"1TGT";"0.18"
"2004-08";"EG3M";"0.448"
"2004-09";"SARON";"0.53447"
"2004-09";"1TGT";"0.54"
"2004-09";"EG3M";"0.586"
"2004-10";"SARON";"0.63083"
"2004-10";"1TGT";"0.58"
"2004-10";"EG3M";"0.59"
"2004-11";"SARON";"0.503354"
"2004-11";"1TGT";"0.45"
"2004-11";"EG3M";"0.634"
"2004-12";"SARON";"0.497394"
"2004-12";"1TGT";"0.55"
"2004-12";"EG3M";"0.634"
"2005-01";"SARON";"0.654176"
"2005-01";"1TGT";"0.6"
"2005-01";"EG3M";"0.666"
"2005-02";"SARON";"0.67587"
"2005-02";"1TGT";"0.63"
"2005-02";"EG3M";"0.709"
"2005-03";"SARON";"0.809343"
"2005-03";"1TGT";"0.75"
"2005-03";"EG3M";"0.694"
"2005-04";"SARON";"0.646173"
"2005-04";"1TGT";"0.64"
"2005-04";"EG3M";"0.602"
"2005-05";"SARON";"0.665846"
"2005-05";"1TGT";"0.66"
"2005-05";"EG3M";"0.682"
"2005-06";"SARON";"0.631008"
"2005-06";"1TGT";"0.58"
"2005-06";"EG3M";"0.662"
"2005-07";"SARON";"0.678098"
"2005-07";"1TGT";"0.63"
"2005-07";"EG3M";"0.65"
"2005-08";"SARON";"0.677405"
"2005-08";"1TGT";"0.63"
"2005-08";"EG3M";"0.678"
"2005-09";"SARON";"0.674366"
"2005-09";"1TGT";"0.63"
"2005-09";"EG3M";"0.686"
"2005-10";"SARON";"0.673334"
"2005-10";"1TGT";"0.61"
"2005-10";"EG3M";"0.745"
"2005-11";"SARON";"0.68404"
"2005-11";"1TGT";"0.63"
"2005-11";"EG3M";"0.868"
"2005-12";"SARON";"0.609864"
"2005-12";"1TGT";"0.63"
"2005-12";"EG3M";"0.9"
"2006-01";"SARON";"0.828563"
"2006-01";"1TGT";"0.75"
"2006-01";"EG3M";"0.916"
"2006-02";"SARON";"0.895374"
"2006-02";"1TGT";"0.91"
"2006-02";"EG3M";"1"
"2006-03";"SARON";"1.05294"
"2006-03";"1TGT";"1.03"
"2006-03";"EG3M";"1.091"
"2006-04";"SARON";"1.187275"
"2006-04";"1TGT";"1.22"
"2006-04";"EG3M";"1.147"
"2006-05";"SARON";"1.11309"
"2006-05";"1TGT";"1.16"
"2006-05";"EG3M";"1.26"
"2006-06";"SARON";"1.242492"
"2006-06";"1TGT";"1.27"
"2006-06";"EG3M";"1.326"
"2006-07";"SARON";"1.345125"
"2006-07";"1TGT";"1.3"
"2006-07";"EG3M";"1.334"
"2006-08";"SARON";"1.370228"
"2006-08";"1TGT";"1.33"
"2006-08";"EG3M";"1.417"
"2006-09";"SARON";"1.682963"
"2006-09";"1TGT";"1.61"
"2006-09";"EG3M";"1.569"
"2006-10";"SARON";"1.627171"
"2006-10";"1TGT";"1.59"
"2006-10";"EG3M";"1.681"
"2006-11";"SARON";"1.768215"
"2006-11";"1TGT";"1.87"
"2006-11";"EG3M";"1.712"
"2006-12";"SARON";"1.897995"
"2006-12";"1TGT";"1.94"
"2006-12";"EG3M";"1.88"
"2007-01";"SARON";"1.905279"
"2007-01";"1TGT";"2.02"
"2007-01";"EG3M";"1.996"
"2007-02";"SARON";"1.835111"
"2007-02";"1TGT";"1.94"
"2007-02";"EG3M";"2.04"
"2007-03";"SARON";"1.979335"
"2007-03";"1TGT";"1.98"
"2007-03";"EG3M";"2.1"
"2007-04";"SARON";"2.066636"
"2007-04";"1TGT";"2.1"
"2007-04";"EG3M";"2.2"
"2007-05";"SARON";"2.165807"
"2007-05";"1TGT";"2.18"
"2007-05";"EG3M";"2.22"
"2007-06";"SARON";"2.418879"
"2007-06";"1TGT";"2.56"
"2007-06";"EG3M";"2.432"
"2007-07";"SARON";"2.490651"
"2007-07";"1TGT";"2.5"
"2007-07";"EG3M";"2.476"
"2007-08";"SARON";"2.3134"
"2007-08";"1TGT";"2.35"
"2007-08";"EG3M";"2.476"
"2007-09";"SARON";"2.209981"
"2007-09";"1TGT";"2.2"
"2007-09";"EG3M";"2.008"
"2007-10";"SARON";"2.118889"
"2007-10";"1TGT";"2.09"
"2007-10";"EG3M";"1.896"
"2007-11";"SARON";"2.115592"
"2007-11";"1TGT";"2.06"
"2007-11";"EG3M";"2.052"
"2007-12";"SARON";"1.873853"
"2007-12";"1TGT";"2"
"2007-12";"EG3M";"2.044"
"2008-01";"SARON";"2.241335"
"2008-01";"1TGT";"2.38"
"2008-01";"EG3M";"2.085"
"2008-02";"SARON";"2.240998"
"2008-02";"1TGT";"2.32"
"2008-02";"EG3M";"2.104"
"2008-03";"SARON";"1.894609"
"2008-03";"1TGT";"2.62"
"2008-03";"EG3M";"1.585"
"2008-04";"SARON";"1.850478"
"2008-04";"1TGT";"1.83"
"2008-04";"EG3M";"1.502"
"2008-05";"SARON";"1.796851"
"2008-05";"1TGT";"1.95"
"2008-05";"EG3M";"1.485"
"2008-06";"SARON";"1.860357"
"2008-06";"1TGT";"1.82"
"2008-06";"EG3M";"1.788"
"2008-07";"SARON";"1.955679"
"2008-07";"1TGT";"1.97"
"2008-07";"EG3M";"1.413"
"2008-08";"SARON";"1.933609"
"2008-08";"1TGT";"1.98"
"2008-08";"EG3M";"1.521"
"2008-09";"SARON";"1.666335"
"2008-09";"1TGT";"1.7"
"2008-09";"EG3M";"0.004"
"2008-10";"SARON";"0.522862"
"2008-10";"1TGT";"0.3"
"2008-10";"EG3M";"0"
"2008-11";"SARON";"0.03909"
"2008-11";"1TGT";"0.05"
"2008-11";"EG3M";"0.348"
"2008-12";"SARON";"0.019608"
"2008-12";"1TGT";"0.01"
"2008-12";"EG3M";"0"
"2009-01";"SARON";"0.080879"
"2009-01";"1TGT";"0"
"2009-01";"EG3M";"0"
"2009-02";"SARON";"0.035864"
"2009-02";"1TGT";"0"
"2009-02";"EG3M";"0"
"2009-03";"SARON";"0.031394"
"2009-03";"1TGT";"0.05"
"2009-03";"EG3M";"0"
"2009-04";"SARON";"0.03359"
"2009-04";"1TGT";"0.05"
"2009-04";"EG3M";"0"
"2009-05";"SARON";"0.034996"
"2009-05";"1TGT";"0.05"
"2009-05";"EG3M";"0"
"2009-06";"SARON";"0.020048"
"2009-06";"1TGT";"0.05"
"2009-06";"EG3M";"0"
"2009-07";"SARON";"0.016977"
"2009-07";"1TGT";"0.05"
"2009-07";"EG3M";"0"
"2009-08";"SARON";"0.018446"
"2009-08";"1TGT";"0.05"
"2009-08";"EG3M";"0"
"2009-09";"SARON";"0.024256"
"2009-09";"1TGT";"0.05"
"2009-09";"EG3M";"0"
"2009-10";"SARON";"0.045043"
"2009-10";"1TGT";"0.05"
"2009-10";"EG3M";"0"
"2009-11";"SARON";"0.043573"
"2009-11";"1TGT";"0.05"
"2009-11";"EG3M";"0"
"2009-12";"SARON";"0.031984"
"2009-12";"1TGT";"0.05"
"2009-12";"EG3M";"0"
"2010-01";"SARON";"0.027068"
"2010-01";"1TGT";"0.05"
"2010-01";"EG3M";"0"
"2010-02";"SARON";"0.037635"
"2010-02";"1TGT";"0.05"
"2010-02";"EG3M";"0"
"2010-03";"SARON";"0.052509"
"2010-03";"1TGT";"0.05"
"2010-03";"EG3M";"0"
"2010-04";"SARON";"0.027666"
"2010-04";"1TGT";"0.05"
"2010-04";"EG3M";"0"
"2010-05";"SARON";"0.016089"
"2010-05";"1TGT";"0.02"
"2010-05";"EG3M";"0"
"2010-06";"SARON";"0.059386"
"2010-06";"1TGT";"0.03"
"2010-06";"EG3M";"0"
"2010-07";"SARON";"0.079548"
"2010-07";"1TGT";"0.05"
"2010-07";"EG3M";"0"
"2010-08";"SARON";"0.318768"
"2010-08";"1TGT";"0.08"
"2010-08";"EG3M";"0.158"
"2010-09";"SARON";"0.093595"
"2010-09";"1TGT";"0.08"
"2010-09";"EG3M";"0.079"
"2010-10";"SARON";"0.058606"
"2010-10";"1TGT";"0.05"
"2010-10";"EG3M";"0"
"2010-11";"SARON";"0.15866"
"2010-11";"1TGT";"0.04"
"2010-11";"EG3M";"0.04"
"2010-12";"SARON";"0.050282"
"2010-12";"1TGT";"0.04"
"2010-12";"EG3M";"0.04"
"2011-01";"SARON";"0.10152"
"2011-01";"1TGT";"0.04"
"2011-01";"EG3M";"0.079"
"2011-02";"SARON";"0.078858"
"2011-02";"1TGT";"0.04"
"2011-02";"EG3M";"0.079"
"2011-03";"SARON";"0.083753"
"2011-03";"1TGT";"0.04"
"2011-03";"EG3M";"0.079"
"2011-04";"SARON";"0.030437"
"2011-04";"1TGT";"0.04"
"2011-04";"EG3M";"0.119"
"2011-05";"SARON";"0.02816"
"2011-05";"1TGT";"0.09"
"2011-05";"EG3M";"0.08"
"2011-06";"SARON";"0.07111"
"2011-06";"1TGT";"0.09"
"2011-06";"EG3M";"0.079"
"2011-07";"SARON";"0.05025"
"2011-07";"1TGT";"0.05"
"2011-07";"EG3M";"0"
"2011-08";"SARON";"-0.009758"
"2011-08";"1TGT";"-0.29"
"2011-08";"EG3M";"-0.75"
"2011-09";"SARON";"0.008339"
"2011-09";"1TGT";"0.02"
"2011-09";"EG3M";"-0.652"
"2011-10";"SARON";"0.002873"
"2011-10";"1TGT";"0.05"
"2011-10";"EG3M";"-0.051"
"2011-11";"SARON";"0.02014"
"2011-11";"1TGT";"0.05"
"2011-11";"EG3M";"-0.316"
"2011-12";"SARON";"0.018136"
"2011-12";"1TGT";"0.07"
"2011-12";"EG3M";"-0.47"
"2012-01";"SARON";"-0.012948"
"2012-01";"1TGT";"0.01"
"2012-01";"EG3M";"-0.051"
"2012-02";"SARON";"-0.001064"
"2012-02";"1TGT";"0.03"
"2012-02";"EG3M";"-0.099"
"2012-03";"SARON";"0.007232"
"2012-03";"1TGT";"0.05"
"2012-03";"EG3M";"-0.099"
"2012-04";"SARON";"-0.017135"
"2012-04";"1TGT";"0.02"
"2012-04";"EG3M";"-0.158"
"2012-05";"SARON";"0.016374"
"2012-05";"1TGT";"0"
"2012-05";"EG3M";"-0.62"
"2012-06";"SARON";"0.027838"
"2012-06";"1TGT";"0"
"2012-06";"EG3M";"-0.849"
"2012-07";"SARON";"-0.057817"
"2012-07";"1TGT";"0"
"2012-07";"EG3M";"-0.616"
"2012-08";"SARON";"-0.023866"
"2012-08";"1TGT";"-0.05"
"2012-08";"EG3M";"-0.352"
"2012-09";"SARON";"0.022813"
"2012-09";"1TGT";"0.01"
"2012-09";"EG3M";"-0.221"
"2012-10";"SARON";"-0.027541"
"2012-10";"1TGT";"0.01"
"2012-10";"EG3M";"-0.221"
"2012-11";"SARON";"0.04"
"2012-11";"1TGT";"-0.05"
"2012-11";"EG3M";"-0.198"
"2012-12";"SARON";"0.032766"
"2012-12";"1TGT";"-0.2"
"2012-12";"EG3M";"-0.217"
"2013-01";"SARON";"-0.028182"
"2013-01";"1TGT";"-0.15"
"2013-01";"EG3M";"-0.087"
"2013-02";"SARON";"-0.035067"
"2013-02";"1TGT";"-0.2"
"2013-02";"EG3M";"-0.103"
"2013-03";"SARON";"-0.017292"
"2013-03";"1TGT";"-0.1"
"2013-03";"EG3M";"-0.123"
"2013-04";"SARON";"-0.008163"
"2013-04";"1TGT";"0.06"
"2013-04";"EG3M";"-0.125"
"2013-05";"SARON";"-0.024285"
"2013-05";"1TGT";"-0.03"
"2013-05";"EG3M";"-0.123"
"2013-06";"SARON";"0.004224"
"2013-06";"1TGT";"-0.03"
"2013-06";"EG3M";"-0.134"
"2013-07";"SARON";"-0.005746"
"2013-07";"1TGT";"0.01"
"2013-07";"EG3M";"-0.096"
"2013-08";"SARON";"0.010574"
"2013-08";"1TGT";"-0.2"
"2013-08";"EG3M";"-0.044"
"2013-09";"SARON";"-0.001193"
"2013-09";"1TGT";"-0.05"
"2013-09";"EG3M";"-0.082"
"2013-10";"SARON";"-0.016479"
"2013-10";"1TGT";"-0.15"
"2013-10";"EG3M";"-0.095"
"2013-11";"SARON";"-0.033343"
"2013-11";"1TGT";"-0.08"
"2013-11";"EG3M";"-0.103"
"2013-12";"SARON";"0.089315"
"2013-12";"1TGT";"0.01"
"2013-12";"EG3M";"-0.08"
"2014-01";"SARON";"-0.015391"
"2014-01";"1TGT";"-0.12"
"2014-01";"EG3M";"-0.09"
"2014-02";"SARON";"-0.02602"
"2014-02";"1TGT";"-0.15"
"2014-02";"EG3M";"-0.102"
"2014-03";"SARON";"-0.000316"
"2014-03";"1TGT";"-0.15"
"2014-03";"EG3M";"-0.103"
"2014-04";"SARON";"-0.038873"
"2014-04";"1TGT";"-0.15"
"2014-04";"EG3M";"-0.092"
"2014-05";"SARON";"-0.022355"
"2014-05";"1TGT";"-0.16"
"2014-05";"EG3M";"-0.108"
"2014-06";"SARON";"-0.036625"
"2014-06";"1TGT";"-0.15"
"2014-06";"EG3M";"-0.134"
"2014-07";"SARON";"-0.034751"
"2014-07";"1TGT";"-0.15"
"2014-07";"EG3M";"-0.127"
"2014-08";"SARON";"0.006218"
"2014-08";"1TGT";"-0.1"
"2014-08";"EG3M";"-0.04"
"2014-09";"SARON";"0.01231"
"2014-09";"1TGT";"-0.1"
"2014-09";"EG3M";"-0.099"
"2014-10";"SARON";"-0.034484"
"2014-10";"1TGT";"-0.1"
"2014-10";"EG3M";"-0.107"
"2014-11";"SARON";"-0.015032"
"2014-11";"1TGT";"-0.1"
"2014-11";"EG3M";"-0.158"
"2014-12";"SARON";"0.003368"
"2014-12";"1TGT";"-2"
"2014-12";"EG3M";"-0.356"
"2015-01";"SARON";"-0.678498"
"2015-01";"1TGT";"-1.75"
"2015-01";"EG3M";"-1.101"
"2015-02";"SARON";"-0.7561"
"2015-02";"1TGT";"-1"
"2015-02";"EG3M";"-1.101"
"2015-03";"SARON";"-0.730568"
"2015-03";"1TGT";"-1.5"
"2015-03";"EG3M";"-1.042"
"2015-04";"SARON";"-0.722648"
"2015-04";"1TGT";"-1"
"2015-04";"EG3M";"-1.152"
"2015-05";"SARON";"-0.726401"
"2015-05";"1TGT";"-1.25"
"2015-05";"EG3M";"-1.101"
"2015-06";"SARON";"-0.727129"
"2015-06";"1TGT";"-1.15"
"2015-06";"EG3M";"-1.05"
"2015-07";"SARON";"-0.738677"
"2015-07";"1TGT";"-1"
"2015-07";"EG3M";"-0.908"
"2015-08";"SARON";"-0.724588"
"2015-08";"1TGT";"-1.25"
"2015-08";"EG3M";"-0.908"
"2015-09";"SARON";"-0.719895"
"2015-09";"1TGT";"-1"
"2015-09";"EG3M";"-0.841"
"2015-10";"SARON";"-0.724732"
"2015-10";"1TGT";"-0.9"
"2015-10";"EG3M";"-0.951"
"2015-11";"SARON";"-0.72187"
"2015-11";"1TGT";"-1.1"
"2015-11";"EG3M";"-1.27"
"2015-12";"SARON";"-0.721086"
"2015-12";"1TGT";"-1"
"2015-12";"EG3M";"-0.924"
"2016-01";"SARON";"-0.723007"
"2016-01";"1TGT";"-1"
"2016-01";"EG3M";"-0.841"
"2016-02";"SARON";"-0.733788"
"2016-02";"1TGT";"-0.85"
"2016-02";"EG3M";"-0.892"
"2016-03";"SARON";"-0.737954"
"2016-03";"1TGT";"-1.1"
"2016-03";"EG3M";"-0.849"
"2016-04";"SARON";"-0.726368"
"2016-04";"1TGT";"-1"
"2016-04";"EG3M";"-0.924"
"2016-05";"SARON";"-0.729792"
"2016-05";"1TGT";"-1.25"
"2016-05";"EG3M";"-0.951"
"2016-06";"SARON";"-0.765593"
"2016-06";"1TGT";"-1.75"
"2016-06";"EG3M";"-1.101"
"2016-07";"SARON";"-0.745432"
"2016-07";"1TGT";"-1"
"2016-07";"EG3M";"-1.101"
"2016-08";"SARON";"-0.731087"
"2016-08";"1TGT";"-3.65"
"2016-08";"EG3M";"-1.12"
"2016-09";"SARON";"-0.744965"
"2016-09";"1TGT";"-0.95"
"2016-09";"EG3M";"-1.05"
"2016-10";"SARON";"-0.729412"
"2016-10";"1TGT";"-0.85"
"2016-10";"EG3M";"-1.116"
"2016-11";"SARON";"-0.728146"
"2016-11";"1TGT";"-0.9"
"2016-11";"EG3M";"-1.05"
"2016-12";"SARON";"-0.731921"
"2016-12";"1TGT";"-0.9"
"2016-12";"EG3M";"-0.912"
"2017-01";"SARON";"-0.732656"
"2017-01";"1TGT";"-0.9"
"2017-01";"EG3M";"-0.88"
"2017-02";"SARON";"-0.72986"
"2017-02";"1TGT";"-0.95"
"2017-02";"EG3M";"-0.892"
"2017-03";"SARON";"-0.737014"
"2017-03";"1TGT";"-0.95"
"2017-03";"EG3M";"-0.912"
"2017-04";"SARON";"-0.738899"
"2017-04";"1TGT";"-0.9"
"2017-04";"EG3M";"-0.943"
"2017-05";"SARON";"-0.734836"
"2017-05";"1TGT";"-0.95"
"2017-05";"EG3M";"-0.9"
"2017-06";"SARON";"-0.734155"
"2017-06";"1TGT";"-1.18"
"2017-06";"EG3M";"-0.939"
"2017-07";"SARON";"-0.732636"
"2017-07";"1TGT";"-0.9"
"2017-07";"EG3M";"-0.9"
"2017-08";"SARON";"-0.732305"
"2017-08";"1TGT";"-1.15"
"2017-08";"EG3M";"-0.916"
"2017-09";"SARON";"-0.742996"
"2017-09";"1TGT";"-0.9"
"2017-09";"EG3M";"-0.92"
"2017-10";"SARON";"-0.737404"
"2017-10";"1TGT";"-0.97"
"2017-10";"EG3M";"-0.967"
"2017-11";"SARON";"-0.736376"
"2017-11";"1TGT";"-1"
"2017-11";"EG3M";"-1.01"
"2017-12";"SARON";"-0.746149"
"2017-12";"1TGT";"-1"
"2017-12";"EG3M";"-1.05"
"2018-01";"SARON";"-0.740278"
"2018-01";"1TGT";"-1"
"2018-01";"EG3M";"-0.884"
"2018-02";"SARON";"-0.759249"
"2018-02";"1TGT";"-0.95"
"2018-02";"EG3M";"-0.892"
"2018-03";"SARON";"-0.73834"
"2018-03";"1TGT";"-1"
"2018-03";"EG3M";"-0.92"
"2018-04";"SARON";"-0.729806"
"2018-04";"1TGT";"-0.98"
"2018-04";"EG3M";"-0.849"
"2018-05";"SARON";"-0.728226"
"2018-05";"1TGT";"-0.95"
"2018-05";"EG3M";"-0.853"
"2018-06";"SARON";"-0.730086"
"2018-06";"1TGT";"-0.9"
"2018-06";"EG3M";"-0.864"
"2018-07";"SARON";"-0.730823"
"2018-07";"1TGT";"-0.95"
"2018-07";"EG3M";"-0.854"
"2018-08";"SARON";"-0.731997"
"2018-08";"1TGT";"-0.9"
"2018-08";"EG3M";"-0.849"
"2018-09";"SARON";"-0.785767"
"2018-09";"1TGT";"-0.9"
"2018-09";"EG3M";"-0.841"
"2018-10";"SARON";"-0.73731"
"2018-10";"1TGT";"-0.9"
"2018-10";"EG3M";"-0.951"
"2018-11";"SARON";"-0.732697"
"2018-11";"1TGT";"-0.9"
"2018-11";"EG3M";"-0.987"
"2018-12";"SARON";"-0.730971"
"2018-12";"1TGT";"-0.95"
"2018-12";"EG3M";"-0.979"
"2019-01";"SARON";"-0.731819"
"2019-01";"1TGT";"-0.9"
"2019-01";"EG3M";"-0.766"
"2019-02";"SARON";"-0.738785"
"2019-02";"1TGT";"-0.97"
"2019-02";"EG3M";"-0.781"
"2019-03";"SARON";"-0.737656"
"2019-03";"1TGT";"-1.51"
"2019-03";"EG3M";"-0.778"
"2019-04";"SARON";"-0.73173"
"2019-04";"1TGT";"-0.85"
"2019-04";"EG3M";"-0.801"
"2019-05";"SARON";"-0.73687"
"2019-05";"1TGT";"-0.9"
"2019-05";"EG3M";"-0.806"
"2019-06";"SARON";"-0.74023"
"2019-06";"1TGT";"-0.95"
"2019-06";"EG3M";"-0.801"
"2019-07";"SARON";"-0.74512"
