"Date","Price","Open","High","Low","Change %"
"11/10/1998","1.630","1.630","1.630","1.630","-1.21%"
"11/09/1998","1.650","1.650","1.650","1.650","10.00%"
"11/06/1998","1.500","1.500","1.500","1.500","0.00%"
"11/05/1998","1.500","1.500","1.500","1.500","0.00%"
"11/04/1998","1.500","1.500","1.500","1.500","8.70%"
"11/03/1998","1.380","1.380","1.380","1.380","0.00%"
"11/02/1998","1.380","1.380","1.380","1.380","0.73%"
"10/30/1998","1.370","1.370","1.370","1.370","4.58%"
"10/29/1998","1.310","1.310","1.310","1.310","0.00%"
"10/28/1998","1.310","1.310","1.310","1.310","-2.96%"
"10/27/1998","1.350","1.350","1.350","1.350","0.00%"
"10/26/1998","1.350","1.350","1.350","1.350","-4.93%"
"10/23/1998","1.420","1.420","1.420","1.420","2.90%"
"10/22/1998","1.380","1.380","1.380","1.380","-2.13%"
"10/21/1998","1.410","1.410","1.410","1.410","2.17%"
"10/20/1998","1.380","1.380","1.380","1.380","5.34%"
"10/19/1998","1.310","1.310","1.310","1.310","0.00%"
"10/16/1998","1.310","1.310","1.310","1.310","0.00%"
"10/15/1998","1.310","1.310","1.310","1.310","-3.68%"
"10/14/1998","1.360","1.360","1.360","1.360","8.80%"
"10/13/1998","1.250","1.250","1.250","1.250","-4.58%"
"10/12/1998","1.310","1.310","1.310","1.310","0.00%"
"10/09/1998","1.310","1.310","1.310","1.310","-2.24%"
"10/08/1998","1.340","1.340","1.340","1.340","-2.90%"
"10/07/1998","1.380","1.380","1.380","1.380","-6.12%"
"10/06/1998","1.470","1.470","1.470","1.470","6.52%"
"10/05/1998","1.380","1.380","1.380","1.380","0.00%"
"10/02/1998","1.380","1.380","1.380","1.380","-4.17%"
"10/01/1998","1.440","1.440","1.440","1.440","-4.00%"
"09/30/1998","1.500","1.500","1.500","1.500","-3.85%"
"09/29/1998","1.560","1.560","1.560","1.560","-1.89%"
"09/28/1998","1.590","1.590","1.590","1.590","-1.24%"
"09/25/1998","1.610","1.610","1.610","1.610","-4.17%"
"09/24/1998","1.680","1.680","1.680","1.680","-0.59%"
"09/23/1998","1.690","1.690","1.690","1.690","3.68%"
"09/22/1998","1.630","1.630","1.630","1.630","3.16%"
"09/21/1998","1.580","1.580","1.580","1.580","-4.24%"
"09/18/1998","1.650","1.650","1.650","1.650","10.00%"
"09/17/1998","1.500","1.500","1.500","1.500","-11.76%"
"09/16/1998","1.700","1.700","1.700","1.700","2.41%"
"09/15/1998","1.660","1.660","1.660","1.660","1.84%"
"09/14/1998","1.630","1.630","1.630","1.630","3.16%"
"09/11/1998","1.580","1.580","1.580","1.580","1.28%"
"09/10/1998","1.560","1.560","1.560","1.560","-8.77%"
"09/09/1998","1.710","1.710","1.710","1.710","3.64%"
"09/08/1998","1.650","1.650","1.650","1.650","0.00%"
"09/07/1998","1.650","1.650","1.650","1.650","-1.79%"
"09/04/1998","1.680","1.680","1.680","1.680","1.82%"
"09/03/1998","1.650","1.650","1.650","1.650","-6.25%"
"09/02/1998","1.760","1.760","1.760","1.760","2.92%"
"09/01/1998","1.710","1.710","1.710","1.710","8.23%"
"08/31/1998","1.580","1.580","1.580","1.580","-7.06%"
"08/28/1998","1.700","1.700","1.700","1.700","0.00%"
"08/27/1998","1.700","1.700","1.700","1.700","-10.53%"
"08/26/1998","1.900","1.900","1.900","1.900","0.00%"
"08/25/1998","1.900","1.900","1.900","1.900","0.00%"
"08/24/1998","1.900","1.900","1.900","1.900","0.00%"
"08/21/1998","1.900","1.900","1.900","1.900","-0.52%"
"08/20/1998","1.910","1.910","1.910","1.910","-1.04%"
"08/19/1998","1.930","1.930","1.930","1.930","-0.52%"
"08/18/1998","1.940","1.940","1.940","1.940","3.74%"
"08/17/1998","1.870","1.870","1.870","1.870","-3.11%"
"08/14/1998","1.930","1.930","1.930","1.930","3.21%"
"08/13/1998","1.870","1.870","1.870","1.870","-5.56%"
"08/12/1998","1.980","1.980","1.980","1.980","-4.81%"
"08/11/1998","2.080","2.080","2.080","2.080","4.00%"
"08/10/1998","2.000","2.000","2.000","2.000","1.01%"
"08/07/1998","1.980","1.980","1.980","1.980","-1.98%"
"08/06/1998","2.020","2.020","2.020","2.020","0.00%"
"08/05/1998","2.020","2.020","2.020","2.020","-6.05%"
"08/04/1998","2.150","2.150","2.150","2.150","11.40%"
"08/03/1998","1.930","1.930","1.930","1.930","-5.85%"
"07/31/1998","2.050","2.050","2.050","2.050","0.99%"
"07/30/1998","2.030","2.030","2.030","2.030","-1.46%"
"07/29/1998","2.060","2.060","2.060","2.060","-0.96%"
"07/28/1998","2.080","2.080","2.080","2.080","-3.26%"
"07/27/1998","2.150","2.150","2.150","2.150","0.00%"
"07/24/1998","2.150","2.150","2.150","2.150","-3.59%"
"07/23/1998","2.230","2.230","2.230","2.230","-1.76%"
"07/22/1998","2.270","2.270","2.270","2.270","0.00%"
"07/21/1998","2.270","2.270","2.270","2.270","0.89%"
"07/20/1998","2.250","2.250","2.250","2.250","0.45%"
"07/17/1998","2.240","2.240","2.240","2.240","1.36%"
"07/16/1998","2.210","2.210","2.210","2.210","-2.64%"
"07/15/1998","2.270","2.270","2.270","2.270","2.71%"
"07/14/1998","2.210","2.210","2.210","2.210","-2.64%"
"07/13/1998","2.270","2.270","2.270","2.270","0.00%"
"07/10/1998","2.270","2.270","2.270","2.270","3.18%"
"07/09/1998","2.200","2.200","2.200","2.200","2.33%"
"07/08/1998","2.150","2.150","2.150","2.150","3.37%"
"07/07/1998","2.080","2.080","2.080","2.080","-1.89%"
"07/06/1998","2.120","2.120","2.120","2.120","1.92%"
"07/03/1998","2.080","2.080","2.080","2.080","0.00%"
"07/02/1998","2.080","2.080","2.080","2.080","0.00%"
"07/01/1998","2.080","2.080","2.080","2.080","-0.95%"
"06/30/1998","2.100","2.100","2.100","2.100","-2.33%"
"06/29/1998","2.150","2.150","2.150","2.150","4.37%"
"06/26/1998","2.060","2.060","2.060","2.060","-6.79%"
"06/25/1998","2.210","2.210","2.210","2.210","6.25%"
"06/24/1998","2.080","2.080","2.080","2.080","4.00%"
"06/23/1998","2.000","2.000","2.000","2.000","0.00%"
"06/22/1998","2.000","2.000","2.000","2.000","2.04%"
"06/19/1998","1.960","1.960","1.960","1.960","3.16%"
"06/18/1998","1.900","1.900","1.900","1.900","-1.55%"
"06/17/1998","1.930","1.930","1.930","1.930","-4.46%"
"06/16/1998","2.020","2.020","2.020","2.020","13.48%"
"06/15/1998","1.780","1.780","1.780","1.780","-7.29%"
"06/12/1998","1.920","1.920","1.920","1.920","0.00%"
"06/11/1998","1.920","1.920","1.920","1.920","2.67%"
"06/10/1998","1.870","1.870","1.870","1.870","-5.56%"
"06/09/1998","1.980","1.980","1.980","1.980","0.00%"
"06/08/1998","1.980","1.980","1.980","1.980","0.51%"
"06/05/1998","1.970","1.970","1.970","1.970","3.14%"
"06/04/1998","1.910","1.910","1.910","1.910","13.69%"
"06/03/1998","1.680","1.680","1.680","1.680","-5.08%"
"06/02/1998","1.770","1.770","1.770","1.770","0.00%"
"06/01/1998","1.770","1.770","1.770","1.770","0.00%"
"05/29/1998","1.770","1.770","1.770","1.770","4.12%"
"05/28/1998","1.700","1.700","1.700","1.700","-7.10%"
"05/27/1998","1.830","1.830","1.830","1.830","-4.19%"
"05/26/1998","1.910","1.910","1.910","1.910","9.77%"
"05/25/1998","1.740","1.740","1.740","1.740","-3.87%"
"05/22/1998","1.810","1.810","1.810","1.810","0.00%"
"05/21/1998","1.810","1.810","1.810","1.810","4.62%"
"05/20/1998","1.730","1.730","1.730","1.730","2.98%"
"05/19/1998","1.680","1.680","1.680","1.680","-1.75%"
"05/18/1998","1.710","1.710","1.710","1.710","0.00%"
"05/15/1998","1.710","1.710","1.710","1.710","-10.47%"
"05/14/1998","1.910","1.910","1.910","1.910","0.00%"
"05/13/1998","1.910","1.910","1.910","1.910","10.40%"
"05/12/1998","1.730","1.730","1.730","1.730","1.17%"
"05/11/1998","1.710","1.710","1.710","1.710","1.79%"
"05/08/1998","1.680","1.680","1.680","1.680","-12.04%"
"05/07/1998","1.910","1.910","1.910","1.910","17.90%"
"05/06/1998","1.620","1.620","1.620","1.620","-1.82%"
"05/05/1998","1.650","1.650","1.650","1.650","-11.29%"
"05/04/1998","1.860","1.860","1.860","1.860","8.77%"
"05/01/1998","1.710","1.710","1.710","1.710","-2.84%"
"04/30/1998","1.760","1.760","1.760","1.760","-2.76%"
"04/29/1998","1.810","1.810","1.810","1.810","0.00%"
"04/28/1998","1.810","1.810","1.810","1.810","0.00%"
"04/27/1998","1.810","1.810","1.810","1.810","13.84%"
"04/24/1998","1.590","1.590","1.590","1.590","-5.92%"
"04/23/1998","1.690","1.690","1.690","1.690","-5.59%"
"04/22/1998","1.790","1.790","1.790","1.790","2.29%"
"04/21/1998","1.750","1.750","1.750","1.750","0.00%"
"04/20/1998","1.750","1.750","1.750","1.750","3.55%"
"04/17/1998","1.690","1.690","1.690","1.690","0.00%"
"04/16/1998","1.690","1.690","1.690","1.690","3.68%"
"04/15/1998","1.630","1.630","1.630","1.630","0.00%"
"04/14/1998","1.630","1.630","1.630","1.630","-12.83%"
"04/10/1998","1.870","1.870","1.870","1.870","6.86%"
"04/09/1998","1.750","1.750","1.750","1.750","0.00%"
"04/08/1998","1.750","1.750","1.750","1.750","0.00%"
"04/07/1998","1.750","1.750","1.750","1.750","4.17%"
"04/06/1998","1.680","1.680","1.680","1.680","-4.00%"
"04/03/1998","1.750","1.750","1.750","1.750","14.38%"
"04/02/1998","1.530","1.530","1.530","1.530","-15.47%"
"04/01/1998","1.810","1.810","1.810","1.810","11.04%"
"03/31/1998","1.630","1.630","1.630","1.630","-2.98%"
"03/30/1998","1.680","1.680","1.680","1.680","1.20%"
"03/27/1998","1.660","1.660","1.660","1.660","23.88%"
"03/26/1998","1.340","1.340","1.340","1.340","-6.29%"
"03/25/1998","1.430","1.430","1.430","1.430","-8.92%"
"03/24/1998","1.570","1.570","1.570","1.570","-5.99%"
"03/23/1998","1.670","1.670","1.670","1.670","1.83%"
"03/20/1998","1.640","1.640","1.640","1.640","17.14%"
"03/19/1998","1.400","1.400","1.400","1.400","12.00%"
"03/18/1998","1.250","1.250","1.250","1.250","5.93%"
"03/17/1998","1.180","1.180","1.180","1.180","-16.31%"
"03/16/1998","1.410","1.410","1.410","1.410","0.71%"
"03/13/1998","1.400","1.400","1.400","1.400","0.72%"
"03/12/1998","1.390","1.390","1.390","1.390","-2.11%"
"03/11/1998","1.420","1.420","1.420","1.420","16.39%"
"03/10/1998","1.220","1.220","1.220","1.220","-0.81%"
"03/09/1998","1.230","1.230","1.230","1.230","9.82%"
"03/06/1998","1.120","1.120","1.120","1.120","-20.00%"
"03/05/1998","1.400","1.400","1.400","1.400","17.65%"
"03/04/1998","1.190","1.190","1.190","1.190","-14.39%"
"03/03/1998","1.390","1.390","1.390","1.390","1.46%"
"03/02/1998","1.370","1.370","1.370","1.370","23.42%"
"02/27/1998","1.110","1.110","1.110","1.110","-15.91%"
"02/26/1998","1.320","1.320","1.320","1.320","-2.22%"
"02/25/1998","1.350","1.350","1.350","1.350","5.47%"
"02/24/1998","1.280","1.280","1.280","1.280","-1.54%"
"02/23/1998","1.300","1.300","1.300","1.300","0.00%"
"02/20/1998","1.300","1.300","1.300","1.300","0.00%"
"02/19/1998","1.300","1.300","1.300","1.300","27.45%"
"02/18/1998","1.020","1.020","1.020","1.020","-4.67%"
"02/17/1998","1.070","1.070","1.070","1.070","1.90%"
"02/16/1998","1.050","1.050","1.050","1.050","-21.64%"
"02/13/1998","1.340","1.340","1.340","1.340","16.52%"
"02/12/1998","1.150","1.150","1.150","1.150","-23.33%"
"02/11/1998","1.500","1.500","1.500","1.500","2.04%"
"02/10/1998","1.470","1.470","1.470","1.470","15.75%"
"02/09/1998","1.270","1.270","1.270","1.270","-16.99%"
"02/06/1998","1.530","1.530","1.530","1.530","10.87%"
"02/05/1998","1.380","1.380","1.380","1.380","-11.54%"
"02/04/1998","1.560","1.560","1.560","1.560","-1.89%"
"02/03/1998","1.590","1.590","1.590","1.590","-5.36%"
"02/02/1998","1.680","1.680","1.680","1.680","34.40%"
"01/30/1998","1.250","1.250","1.250","1.250","-23.31%"
"01/29/1998","1.630","1.630","1.630","1.630","19.85%"
"01/28/1998","1.360","1.360","1.360","1.360","3.82%"
"01/27/1998","1.310","1.310","1.310","1.310","-21.56%"
"01/26/1998","1.670","1.670","1.670","1.670","0.00%"
"01/23/1998","1.670","1.670","1.670","1.670","16.78%"
"01/22/1998","1.430","1.430","1.430","1.430","-17.34%"
"01/21/1998","1.730","1.730","1.730","1.730","1.17%"
"01/20/1998","1.710","1.710","1.710","1.710","-3.93%"
"01/19/1998","1.780","1.780","1.780","1.780","18.67%"
"01/16/1998","1.500","1.500","1.500","1.500","-3.85%"
"01/15/1998","1.560","1.560","1.560","1.560","4.70%"
"01/14/1998","1.490","1.490","1.490","1.490","0.00%"
"01/13/1998","1.490","1.490","1.490","1.490","5.67%"
"01/12/1998","1.410","1.410","1.410","1.410","-5.37%"
"01/09/1998","1.490","1.490","1.490","1.490","-10.78%"
"01/08/1998","1.670","1.670","1.670","1.670","7.05%"
"01/07/1998","1.560","1.560","1.560","1.560","-7.14%"
"01/06/1998","1.680","1.680","1.680","1.680","2.44%"
"01/05/1998","1.640","1.640","1.640","1.640","3.14%"
"01/02/1998","1.590","1.590","1.590","1.590","-3.64%"
"12/31/1997","1.650","1.650","1.650","1.650","4.43%"
"12/30/1997","1.580","1.580","1.580","1.580","-5.95%"
"12/29/1997","1.680","1.680","1.680","1.680","1.20%"
"12/24/1997","1.660","1.660","1.660","1.660","2.47%"
"12/19/1997","1.620","1.620","1.620","1.620","-4.71%"
"12/18/1997","1.700","1.700","1.700","1.700","4.29%"
"12/17/1997","1.630","1.630","1.630","1.630","-1.21%"
"12/16/1997","1.650","1.650","1.650","1.650","-1.79%"
"12/15/1997","1.680","1.680","1.680","1.680","3.07%"
"12/12/1997","1.630","1.630","1.630","1.630","-1.21%"
"12/11/1997","1.650","1.650","1.650","1.650","-9.84%"
"12/10/1997","1.830","1.830","1.830","1.830","1.10%"
"12/09/1997","1.810","1.810","1.810","1.810","-1.63%"
"12/08/1997","1.840","1.840","1.840","1.840","3.37%"
"12/05/1997","1.780","1.780","1.780","1.780","1.71%"
"12/04/1997","1.750","1.750","1.750","1.750","-6.42%"
"12/03/1997","1.870","1.870","1.870","1.870","8.09%"
"12/02/1997","1.730","1.730","1.730","1.730","-9.90%"
"12/01/1997","1.920","1.920","1.920","1.920","-0.52%"
"11/28/1997","1.930","1.930","1.930","1.930","-2.53%"
"11/27/1997","1.980","1.980","1.980","1.980","-2.46%"
"11/26/1997","2.030","2.030","2.030","2.030","-2.87%"
"11/25/1997","2.090","2.090","2.090","2.090","4.50%"
"11/24/1997","2.000","2.000","2.000","2.000","-2.91%"
"11/21/1997","2.060","2.060","2.060","2.060","-5.94%"
"11/20/1997","2.190","2.190","2.190","2.190","3.30%"
"11/19/1997","2.120","2.120","2.120","2.120","-2.75%"
"11/18/1997","2.180","2.180","2.180","2.180","2.35%"
"11/17/1997","2.130","2.130","2.130","2.130","-5.33%"
"11/14/1997","2.250","2.250","2.250","2.250","-5.06%"
"11/13/1997","2.370","2.370","2.370","2.370","0.00%"
"11/12/1997","2.370","2.370","2.370","2.370","18.50%"
"11/11/1997","2.000","2.000","2.000","2.000","-2.91%"
"11/10/1997","2.060","2.060","2.060","2.060","0.00%"
"11/07/1997","2.060","2.060","2.060","2.060","-7.62%"
"11/06/1997","2.230","2.230","2.230","2.230","0.90%"
"11/05/1997","2.210","2.210","2.210","2.210","4.25%"
"11/04/1997","2.120","2.120","2.120","2.120","-2.75%"
"11/03/1997","2.180","2.180","2.180","2.180","2.35%"
"10/31/1997","2.130","2.130","2.130","2.130","1.43%"
"10/30/1997","2.100","2.100","2.100","2.100","-4.11%"
"10/29/1997","2.190","2.190","2.190","2.190","1.86%"
"10/28/1997","2.150","2.150","2.150","2.150","-4.87%"
"10/27/1997","2.260","2.260","2.260","2.260","-0.88%"
"10/24/1997","2.280","2.280","2.280","2.280","-2.98%"
"10/23/1997","2.350","2.350","2.350","2.350","0.43%"
"10/22/1997","2.340","2.340","2.340","2.340","5.88%"
"10/21/1997","2.210","2.210","2.210","2.210","0.91%"
"10/20/1997","2.190","2.190","2.190","2.190","-1.35%"
"10/17/1997","2.220","2.220","2.220","2.220","3.26%"
"10/16/1997","2.150","2.150","2.150","2.150","9.69%"
"10/15/1997","1.960","1.960","1.960","1.960","-2.49%"
"10/14/1997","2.010","2.010","2.010","2.010","-0.50%"
"10/13/1997","2.020","2.020","2.020","2.020","4.66%"
"10/10/1997","1.930","1.930","1.930","1.930","0.00%"
"10/09/1997","1.930","1.930","1.930","1.930","10.29%"
"10/08/1997","1.750","1.750","1.750","1.750","0.00%"
"10/07/1997","1.750","1.750","1.750","1.750","2.34%"
"10/06/1997","1.710","1.710","1.710","1.710","1.79%"
"10/03/1997","1.680","1.680","1.680","1.680","-3.45%"
"10/02/1997","1.740","1.740","1.740","1.740","1.75%"
"10/01/1997","1.710","1.710","1.710","1.710","-3.93%"
"09/30/1997","1.780","1.780","1.780","1.780","0.00%"
"09/29/1997","1.780","1.780","1.780","1.780","1.14%"
"09/26/1997","1.760","1.760","1.760","1.760","4.14%"
"09/25/1997","1.690","1.690","1.690","1.690","-5.06%"
"09/24/1997","1.780","1.780","1.780","1.780","1.71%"
"09/23/1997","1.750","1.750","1.750","1.750","-3.85%"
"09/22/1997","1.820","1.820","1.820","1.820","4.00%"
"09/19/1997","1.750","1.750","1.750","1.750","8.02%"
"09/18/1997","1.620","1.620","1.620","1.620","-11.48%"
"09/17/1997","1.830","1.830","1.830","1.830","-2.14%"
"09/16/1997","1.870","1.870","1.870","1.870","5.06%"
"09/15/1997","1.780","1.780","1.780","1.780","1.71%"
"09/12/1997","1.750","1.750","1.750","1.750","4.17%"
"09/11/1997","1.680","1.680","1.680","1.680","5.66%"
"09/10/1997","1.590","1.590","1.590","1.590","-12.64%"
"09/09/1997","1.820","1.820","1.820","1.820","0.55%"
"09/08/1997","1.810","1.810","1.810","1.810","3.43%"
"09/05/1997","1.750","1.750","1.750","1.750","1.74%"
"09/04/1997","1.720","1.720","1.720","1.720","4.24%"
"09/03/1997","1.650","1.650","1.650","1.650","10.00%"
"09/02/1997","1.500","1.500","1.500","1.500","-9.09%"
"09/01/1997","1.650","1.650","1.650","1.650","-1.79%"
"08/29/1997","1.680","1.680","1.680","1.680","-4.55%"
"08/28/1997","1.760","1.760","1.760","1.760","8.64%"
"08/27/1997","1.620","1.620","1.620","1.620","0.00%"
"08/26/1997","1.620","1.620","1.620","1.620","-8.99%"
"08/25/1997","1.780","1.780","1.780","1.780","0.56%"
"08/22/1997","1.770","1.770","1.770","1.770","4.12%"
"08/21/1997","1.700","1.700","1.700","1.700","1.19%"
"08/20/1997","1.680","1.680","1.680","1.680","0.00%"
"08/19/1997","1.680","1.680","1.680","1.680","-0.59%"
"08/18/1997","1.690","1.690","1.690","1.690","2.42%"
"08/15/1997","1.650","1.650","1.650","1.650","7.84%"
"08/14/1997","1.530","1.530","1.530","1.530","-8.93%"
"08/13/1997","1.680","1.680","1.680","1.680","3.07%"
"08/12/1997","1.630","1.630","1.630","1.630","-1.21%"
"08/11/1997","1.650","1.650","1.650","1.650","-1.79%"
"08/08/1997","1.680","1.680","1.680","1.680","5.00%"
"08/07/1997","1.600","1.600","1.600","1.600","0.63%"
"08/06/1997","1.590","1.590","1.590","1.590","-1.85%"
"08/05/1997","1.620","1.620","1.620","1.620","2.53%"
"08/04/1997","1.580","1.580","1.580","1.580","1.28%"
"08/01/1997","1.560","1.560","1.560","1.560","-3.70%"
"07/31/1997","1.620","1.620","1.620","1.620","1.25%"
"07/30/1997","1.600","1.600","1.600","1.600","-3.61%"
"07/29/1997","1.660","1.660","1.660","1.660","3.11%"
"07/28/1997","1.610","1.610","1.610","1.610","-2.42%"
"07/25/1997","1.650","1.650","1.650","1.650","7.14%"
"07/24/1997","1.540","1.540","1.540","1.540","7.69%"
"07/23/1997","1.430","1.430","1.430","1.430","-4.03%"
"07/22/1997","1.490","1.490","1.490","1.490","-2.61%"
"07/21/1997","1.530","1.530","1.530","1.530","-4.38%"
"07/18/1997","1.600","1.600","1.600","1.600","-2.44%"
"07/17/1997","1.640","1.640","1.640","1.640","7.19%"
"07/16/1997","1.530","1.530","1.530","1.530","2.00%"
"07/15/1997","1.500","1.500","1.500","1.500","1.35%"
"07/14/1997","1.480","1.480","1.480","1.480","18.40%"
"07/11/1997","1.250","1.250","1.250","1.250","-16.67%"
"07/10/1997","1.500","1.500","1.500","1.500","-3.85%"
"07/09/1997","1.560","1.560","1.560","1.560","6.85%"
"07/08/1997","1.460","1.460","1.460","1.460","6.57%"
"07/07/1997","1.370","1.370","1.370","1.370","-12.74%"
"07/04/1997","1.570","1.570","1.570","1.570","-3.09%"
"07/03/1997","1.620","1.620","1.620","1.620","13.29%"
"07/02/1997","1.430","1.430","1.430","1.430","-9.49%"
"07/01/1997","1.580","1.580","1.580","1.580","15.33%"
"06/30/1997","1.370","1.370","1.370","1.370","2.24%"
"06/27/1997","1.340","1.340","1.340","1.340","-9.46%"
"06/26/1997","1.480","1.480","1.480","1.480","-1.33%"
"06/25/1997","1.500","1.500","1.500","1.500","2.04%"
"06/24/1997","1.470","1.470","1.470","1.470","-0.68%"
"06/23/1997","1.480","1.480","1.480","1.480","-1.33%"
"06/20/1997","1.500","1.500","1.500","1.500","14.50%"
"06/19/1997","1.310","1.310","1.310","1.310","-12.67%"
"06/18/1997","1.500","1.500","1.500","1.500","9.49%"
"06/17/1997","1.370","1.370","1.370","1.370","4.58%"
"06/16/1997","1.310","1.310","1.310","1.310","-8.39%"
"06/13/1997","1.430","1.430","1.430","1.430","0.00%"
"06/12/1997","1.430","1.430","1.430","1.430","-1.38%"
"06/11/1997","1.450","1.450","1.450","1.450","3.57%"
"06/10/1997","1.400","1.400","1.400","1.400","2.19%"
"06/09/1997","1.370","1.370","1.370","1.370","-4.86%"
"06/06/1997","1.440","1.440","1.440","1.440","-7.69%"
"06/05/1997","1.560","1.560","1.560","1.560","5.41%"
"06/04/1997","1.480","1.480","1.480","1.480","18.40%"
"06/03/1997","1.250","1.250","1.250","1.250","11.61%"
"06/02/1997","1.120","1.120","1.120","1.120","-5.08%"
"05/30/1997","1.180","1.180","1.180","1.180","-5.60%"
"05/29/1997","1.250","1.250","1.250","1.250","5.93%"
"05/28/1997","1.180","1.180","1.180","1.180","-17.48%"
"05/27/1997","1.430","1.430","1.430","1.430","-6.54%"
"05/26/1997","1.530","1.530","1.530","1.530","-4.38%"
"05/23/1997","1.600","1.600","1.600","1.600","0.00%"
"05/22/1997","1.600","1.600","1.600","1.600","-1.84%"
"05/21/1997","1.630","1.630","1.630","1.630","4.49%"
"05/20/1997","1.560","1.560","1.560","1.560","-7.14%"
"05/19/1997","1.680","1.680","1.680","1.680","-4.00%"
"05/16/1997","1.750","1.750","1.750","1.750","-3.85%"
"05/15/1997","1.820","1.820","1.820","1.820","2.25%"
"05/14/1997","1.780","1.780","1.780","1.780","-1.66%"
"05/13/1997","1.810","1.810","1.810","1.810","2.84%"
"05/12/1997","1.760","1.760","1.760","1.760","-3.30%"
"05/09/1997","1.820","1.820","1.820","1.820","-2.67%"
"05/08/1997","1.870","1.870","1.870","1.870","6.86%"
"05/07/1997","1.750","1.750","1.750","1.750","4.17%"
"05/06/1997","1.680","1.680","1.680","1.680","-4.00%"
"05/05/1997","1.750","1.750","1.750","1.750","4.17%"
"05/02/1997","1.680","1.680","1.680","1.680","-7.18%"
"05/01/1997","1.810","1.810","1.810","1.810","-0.55%"
"04/30/1997","1.820","1.820","1.820","1.820","-0.55%"
"04/29/1997","1.830","1.830","1.830","1.830","-1.08%"
"04/28/1997","1.850","1.850","1.850","1.850","-4.15%"
"04/25/1997","1.930","1.930","1.930","1.930","1.58%"
"04/24/1997","1.900","1.900","1.900","1.900","-2.56%"
"04/23/1997","1.950","1.950","1.950","1.950","0.00%"
"04/22/1997","1.950","1.950","1.950","1.950","-2.50%"
"04/21/1997","2.000","2.000","2.000","2.000","2.56%"
"04/18/1997","1.950","1.950","1.950","1.950","0.00%"
"04/17/1997","1.950","1.950","1.950","1.950","1.04%"
"04/16/1997","1.930","1.930","1.930","1.930","4.32%"
"04/15/1997","1.850","1.850","1.850","1.850","-5.61%"
"04/14/1997","1.960","1.960","1.960","1.960","12.00%"
"04/11/1997","1.750","1.750","1.750","1.750","-1.69%"
"04/10/1997","1.780","1.780","1.780","1.780","-7.77%"
"04/09/1997","1.930","1.930","1.930","1.930","10.29%"
"04/08/1997","1.750","1.750","1.750","1.750","-3.31%"
"04/07/1997","1.810","1.810","1.810","1.810","0.00%"
"04/04/1997","1.810","1.810","1.810","1.810","-2.16%"
"04/03/1997","1.850","1.850","1.850","1.850","1.09%"
"04/02/1997","1.830","1.830","1.830","1.830","0.00%"
"04/01/1997","1.830","1.830","1.830","1.830","-2.14%"
"03/31/1997","1.870","1.870","1.870","1.870","1.63%"
"03/28/1997","1.840","1.840","1.840","1.840","1.66%"
"03/27/1997","1.810","1.810","1.810","1.810","0.00%"
"03/26/1997","1.810","1.810","1.810","1.810","1.69%"
"03/25/1997","1.780","1.780","1.780","1.780","-4.81%"
"03/24/1997","1.870","1.870","1.870","1.870","6.86%"
"03/21/1997","1.750","1.750","1.750","1.750","2.34%"
"03/20/1997","1.710","1.710","1.710","1.710","-7.07%"
"03/19/1997","1.840","1.840","1.840","1.840","6.98%"
"03/18/1997","1.720","1.720","1.720","1.720","5.52%"
"03/17/1997","1.630","1.630","1.630","1.630","-10.44%"
"03/14/1997","1.820","1.820","1.820","1.820","8.33%"
"03/13/1997","1.680","1.680","1.680","1.680","-9.19%"
"03/12/1997","1.850","1.850","1.850","1.850","12.12%"
"03/11/1997","1.650","1.650","1.650","1.650","-2.94%"
"03/10/1997","1.700","1.700","1.700","1.700","0.59%"
"03/07/1997","1.690","1.690","1.690","1.690","0.60%"
"03/06/1997","1.680","1.680","1.680","1.680","5.00%"
"03/05/1997","1.600","1.600","1.600","1.600","6.67%"
"03/04/1997","1.500","1.500","1.500","1.500","-1.96%"
"03/03/1997","1.530","1.530","1.530","1.530","2.00%"
"02/28/1997","1.500","1.500","1.500","1.500","-7.98%"
"02/27/1997","1.630","1.630","1.630","1.630","8.67%"
"02/26/1997","1.500","1.500","1.500","1.500","-5.06%"
"02/25/1997","1.580","1.580","1.580","1.580","1.28%"
"02/24/1997","1.560","1.560","1.560","1.560","1.96%"
"02/21/1997","1.530","1.530","1.530","1.530","-12.57%"
"02/20/1997","1.750","1.750","1.750","1.750","4.17%"
"02/19/1997","1.680","1.680","1.680","1.680","9.80%"
"02/18/1997","1.530","1.530","1.530","1.530","-8.93%"
"02/17/1997","1.680","1.680","1.680","1.680","-0.59%"
"02/14/1997","1.690","1.690","1.690","1.690","18.18%"
"02/13/1997","1.430","1.430","1.430","1.430","-13.33%"
"02/12/1997","1.650","1.650","1.650","1.650","3.77%"
"02/11/1997","1.590","1.590","1.590","1.590","-6.47%"
"02/10/1997","1.700","1.700","1.700","1.700","4.94%"
"02/07/1997","1.620","1.620","1.620","1.620","-6.36%"
"02/06/1997","1.730","1.730","1.730","1.730","8.81%"
"02/05/1997","1.590","1.590","1.590","1.590","1.92%"
"02/04/1997","1.560","1.560","1.560","1.560","-9.83%"
"02/03/1997","1.730","1.730","1.730","1.730","6.79%"
"01/31/1997","1.620","1.620","1.620","1.620","-7.95%"
"01/30/1997","1.760","1.760","1.760","1.760","0.57%"
"01/29/1997","1.750","1.750","1.750","1.750","-3.85%"
