"Date","Value","USDCHF","CHFUSD","LogCHFUSD","LaggedLogCHFUSD","LogDifferenceCHFUSD"
1983-12-06,2.1865,2.1865,0.457351932311914,-0.782302091870838,-0.783901543828409,0.00159945195757116
1983-12-07,2.1905,2.1905,0.456516776991554,-0.784129828271816,-0.782302091870838,-0.001827736400978
1983-12-08,2.194,2.194,0.455788514129444,-0.785726361853039,-0.784129828271816,-0.00159653358122236
1983-12-09,2.2115,2.2115,0.452181777074384,-0.793671018326244,-0.785726361853039,-0.00794465647320586
1983-12-10,2.21166666666667,2.21166666666667,0.452147701582517,-0.793746379116061,-0.793671018326244,-7.53607898167363e-05
1983-12-11,2.21183333333333,2.21183333333333,0.452113631225981,-0.793821734227057,-0.793746379116061,-7.53551109959893e-05
1983-12-12,2.212,2.212,0.452079566003617,-0.793897083660088,-0.793821734227057,-7.53494330313353e-05
1983-12-13,2.22,2.22,0.45045045045045,-0.797507195884188,-0.793897083660088,-0.00361011222409968
1983-12-14,2.2125,2.2125,0.451977401129944,-0.794123097899948,-0.797507195884188,0.00338409798424066
1983-12-15,2.2135,2.2135,0.451773209848656,-0.794574973190059,-0.794123097899948,-0.000451875290111148
1983-12-16,2.216,2.216,0.451263537906137,-0.795703768885037,-0.794574973190059,-0.00112879569497881
1983-12-17,2.2145,2.2145,0.451569202980357,-0.795026644381116,-0.795703768885037,0.000677124503921545
1983-12-18,2.213,2.213,0.451875282422051,-0.794349061068913,-0.795026644381116,0.000677583312203245
1983-12-19,2.2115,2.2115,0.452181777074384,-0.793671018326244,-0.794349061068913,0.00067804274266825
1983-12-20,2.208,2.208,0.452898550724638,-0.792087128414849,-0.793671018326244,0.00158388991139546
1983-12-21,2.2105,2.2105,0.452386337932594,-0.793218734284161,-0.792087128414849,-0.00113160586931194
1983-12-22,2.2115,2.2115,0.452181777074384,-0.793671018326244,-0.793218734284161,-0.000452284042083528
1983-12-23,2.198,2.198,0.454959053685168,-0.78754785598143,-0.793671018326244,0.00612316234481491
1983-12-24,2.196,2.196,0.455373406193078,-0.786637523647284,-0.78754785598143,0.000910332334145392
1983-12-25,2.194,2.194,0.455788514129444,-0.785726361853039,-0.786637523647284,0.000911161794245552
1983-12-26,2.192,2.192,0.456204379562044,-0.784814369085769,-0.785726361853039,0.000911992767269387
1983-12-27,2.19,2.19,0.45662100456621,-0.783901543828409,-0.784814369085769,0.000912825257359806
1983-12-28,2.189,2.189,0.456829602558246,-0.783444818540726,-0.783901543828409,0.000456725287683479
1983-12-29,2.184,2.184,0.457875457875458,-0.781158057882659,-0.783444818540726,0.00228676065806721
1983-12-30,2.179,2.179,0.458926112895824,-0.778866055962483,-0.781158057882659,0.00229200192017598
1983-12-31,2.188375,2.188375,0.456960073113612,-0.783159259270959,-0.778866055962483,-0.0042932033084766
1984-01-01,2.19775,2.19775,0.455010806506655,-0.787434109749151,-0.783159259270959,-0.00427485047819165
1984-01-02,2.207125,2.207125,0.453078099337373,-0.791690763640825,-0.787434109749151,-0.00425665389167429
1984-01-03,2.2165,2.2165,0.451161741484322,-0.795929375202971,-0.791690763640825,-0.00423861156214589
1984-01-04,2.233,2.233,0.447828034034931,-0.803345972858021,-0.795929375202971,-0.00741659765504976
1984-01-05,2.2315,2.2315,0.448129061169617,-0.802674005087188,-0.803345972858021,0.000671967770833226
1984-01-06,2.2383,2.2383,0.446767636152437,-0.805716649163441,-0.802674005087188,-0.00304264407625376
1984-01-07,2.24286666666667,2.24286666666667,0.445857979371638,-0.807754809574435,-0.805716649163441,-0.00203816041099325
1984-01-08,2.24743333333333,2.24743333333333,0.444952019340581,-0.809788824335634,-0.807754809574435,-0.00203401476119958
1984-01-09,2.252,2.252,0.44404973357016,-0.811818710277444,-0.809788824335634,-0.00202988594180953
1984-01-10,2.2355,2.2355,0.447327219861329,-0.804464916691898,-0.811818710277444,0.00735379358554555
1984-01-11,2.253,2.253,0.443852640923213,-0.812262661450107,-0.804464916691898,-0.00779774475820916
1984-01-12,2.25,2.25,0.444444444444444,-0.810930216216329,-0.812262661450107,0.00133244523377862
1984-01-13,2.2275,2.2275,0.448933782267116,-0.800879880362827,-0.810930216216329,0.0100503358535015
1984-01-14,2.22566666666667,2.22566666666667,0.44930357945185,-0.800056496207622,-0.800879880362827,0.00082338415520522
1984-01-15,2.22383333333333,2.22383333333333,0.449673986359889,-0.799232433532229,-0.800056496207622,0.000824062675393478
1984-01-16,2.222,2.222,0.45004500450045,-0.798407691217438,-0.799232433532229,0.00082474231479035
1984-01-17,2.2365,2.2365,0.447127207690588,-0.804912143890766,-0.798407691217438,-0.00650445267332744
1984-01-18,2.2325,2.2325,0.447928331466965,-0.803122033768517,-0.804912143890766,0.00179011012224872
1984-01-19,2.223,2.223,0.449842555105713,-0.798857634982059,-0.803122033768517,0.00426439878645757
1984-01-20,2.2405,2.2405,0.446328944432046,-0.806699055244061,-0.798857634982059,-0.0078414202620013
1984-01-21,2.23933333333333,2.23933333333333,0.446561476629949,-0.806178202521991,-0.806699055244061,0.000520852722069476
1984-01-22,2.23816666666667,2.23816666666667,0.446794251247301,-0.805657078370983,-0.806178202521991,0.000521124151008023
1984-01-23,2.237,2.237,0.447027268663388,-0.805135682507993,-0.805657078370983,0.000521395862990603
1984-01-24,2.247,2.247,0.445037828215398,-0.809595993203192,-0.805135682507993,-0.00446031069519948
1984-01-25,2.244,2.244,0.445632798573975,-0.80825998766045,-0.809595993203192,0.00133600554274205
1984-01-26,2.2383,2.2383,0.446767636152437,-0.805716649163441,-0.80825998766045,0.00254333849700861
1984-01-27,2.246,2.246,0.445235975066785,-0.809150856316251,-0.805716649163441,-0.00343420715280995
1984-01-28,2.2445,2.2445,0.445533526397861,-0.80848277923985,-0.809150856316251,0.000668077076401596
1984-01-29,2.243,2.243,0.445831475702185,-0.807814255538071,-0.80848277923985,0.000668523701778612
1984-01-30,2.2415,2.2415,0.44612982377872,-0.807145284613357,-0.807814255538071,0.000668970924714074
1984-01-31,2.253,2.253,0.443852640923213,-0.812262661450107,-0.807145284613357,-0.00511737683675029
1984-02-01,2.235,2.235,0.447427293064877,-0.804241228065532,-0.812262661450107,0.00802143338457528
1984-02-02,2.2175,2.2175,0.450958286358512,-0.796380435201597,-0.804241228065532,0.00786079286393471
1984-02-03,2.197,2.197,0.455166135639508,-0.787092793402473,-0.796380435201597,0.00928764179912422
1984-02-04,2.20233333333333,2.20233333333333,0.454063871651279,-0.789517404379639,-0.787092793402473,-0.00242461097716573
1984-02-05,2.20766666666667,2.20766666666667,0.452966933413861,-0.791936150834733,-0.789517404379639,-0.00241874645509388
1984-02-06,2.213,2.213,0.451875282422051,-0.794349061068913,-0.791936150834733,-0.00241291023417989
1984-02-07,2.235,2.235,0.447427293064877,-0.804241228065532,-0.794349061068913,-0.00989216699661943
1984-02-08,2.2295,2.2295,0.448531060775959,-0.801777345085394,-0.804241228065532,0.00246388298013789
1984-02-09,2.2275,2.2275,0.448933782267116,-0.800879880362827,-0.801777345085394,0.00089746472256691
1984-02-10,2.24,2.24,0.446428571428571,-0.806475865866949,-0.800879880362827,-0.00559598550412121
1984-02-11,2.23575,2.23575,0.447277200044728,-0.804576742244154,-0.806475865866949,0.00189912362279487
1984-02-12,2.2315,2.2315,0.448129061169617,-0.802674005087188,-0.804576742244154,0.00190273715696598
1984-02-13,2.22725,2.22725,0.448984173307891,-0.800767640618616,-0.802674005087188,0.00190636446857173
1984-02-14,2.223,2.223,0.449842555105713,-0.798857634982059,-0.800767640618616,0.00191000563655652
1984-02-15,2.197,2.197,0.455166135639508,-0.787092793402473,-0.798857634982059,0.0117648415795862
1984-02-16,2.1925,2.1925,0.456100342075257,-0.785042445264201,-0.787092793402473,0.00205034813827221
1984-02-17,2.1945,2.1945,0.455684666210982,-0.785954230146152,-0.785042445264201,-0.000911784881950761
1984-02-18,2.201,2.201,0.454338936846888,-0.788911802544325,-0.785954230146152,-0.00295757239817296
1984-02-19,2.2075,2.2075,0.453001132502831,-0.791860653495978,-0.788911802544325,-0.00294885095165331
1984-02-20,2.214,2.214,0.4516711833785,-0.794800834286445,-0.791860653495978,-0.0029401807904671
1984-02-21,2.2205,2.2205,0.45034902049088,-0.79773239575002,-0.794800834286445,-0.00293156146357476
1984-02-22,2.194,2.194,0.455788514129444,-0.785726361853039,-0.79773239575002,0.0120060338969813
1984-02-23,2.193,2.193,0.455996352029184,-0.785270469435751,-0.785726361853039,0.000455892417287385
1984-02-24,2.174,2.174,0.459981600735971,-0.776568788699018,-0.785270469435751,0.0087016807367335
1984-02-25,2.17533333333333,2.17533333333333,0.459699662886914,-0.777181909503019,-0.776568788699018,-0.000613120804001333
1984-02-26,2.17666666666667,2.17666666666667,0.459418070444104,-0.77779465462023,-0.777181909503019,-0.0006127451172111
1984-02-27,2.178,2.178,0.459136822773186,-0.778407024510769,-0.77779465462023,-0.000612369890538589
1984-02-28,2.1665,2.1665,0.461573967228248,-0.773112962197827,-0.778407024510769,0.00529406231294161
1984-02-29,2.168,2.168,0.461254612546125,-0.7738050835774,-0.773112962197827,-0.000692121379572752
1984-03-01,2.176,2.176,0.459558823529412,-0.777488328993696,-0.7738050835774,-0.00368324541629639
1984-03-02,2.1545,2.1545,0.464144813181713,-0.767558678073756,-0.777488328993696,0.00992965091994058
1984-03-03,2.14566666666667,2.14566666666667,0.466055615970172,-0.763450304402369,-0.767558678073756,0.00410837367138661
1984-03-04,2.13683333333333,2.13683333333333,0.467982216675766,-0.759324982342509,-0.763450304402369,0.00412532205986038
1984-03-05,2.128,2.128,0.469924812030075,-0.755182571479398,-0.759324982342509,0.00414241086311073
1984-03-06,2.1095,2.1095,0.474045982460299,-0.746450952582256,-0.755182571479398,0.00873161889714158
1984-03-07,2.116,2.116,0.472589792060491,-0.749527513996053,-0.746450952582256,-0.00307656141379664
1984-03-08,2.136,2.136,0.468164794007491,-0.758934921097948,-0.749527513996053,-0.00940740710189547
1984-03-09,2.134,2.134,0.468603561387067,-0.757998152879562,-0.758934921097948,0.000936768218386841
1984-03-10,2.14033333333333,2.14033333333333,0.467216944401184,-0.760961580143802,-0.757998152879562,-0.00296342726424004
1984-03-11,2.14666666666667,2.14666666666667,0.46583850931677,-0.763916251448152,-0.760961580143802,-0.00295467130435079
1984-03-12,2.153,2.153,0.464468183929401,-0.766862218382226,-0.763916251448152,-0.00294596693407356
1984-03-13,2.126,2.126,0.470366886171214,-0.754242279919756,-0.766862218382226,0.0126199384624699
1984-03-14,2.128,2.128,0.469924812030075,-0.755182571479398,-0.754242279919756,-0.000940291559641815
1984-03-15,2.143,2.143,0.466635557629491,-0.76220671649144,-0.755182571479398,-0.00702414501204185
1984-03-16,2.156,2.156,0.463821892393321,-0.768254653046751,-0.76220671649144,-0.006047936555311
1984-03-17,2.15833333333333,2.15833333333333,0.463320463320463,-0.769336318917492,-0.768254653046751,-0.00108166587074099
1984-03-18,2.16066666666667,2.16066666666667,0.462820117247763,-0.770416816051246,-0.769336318917492,-0.00108049713375424
1984-03-19,2.163,2.163,0.462320850670365,-0.771496146970922,-0.770416816051246,-0.0010793309196756
1984-03-20,2.167,2.167,0.461467466543609,-0.773343722554222,-0.771496146970922,-0.00184757558330029
1984-03-21,2.1767,2.1767,0.459411035053062,-0.777809968438654,-0.773343722554222,-0.00446624588443234
1984-03-22,2.175,2.175,0.459770114942529,-0.777028664540647,-0.777809968438654,0.000781303898006902
1984-03-23,2.172,2.172,0.460405156537753,-0.775648402071689,-0.777028664540647,0.00138026246895828
1984-03-24,2.167,2.167,0.461467466543609,-0.773343722554222,-0.775648402071689,0.00230467951746693
1984-03-25,2.162,2.162,0.462534690101758,-0.771033719217017,-0.773343722554222,0.00231000333720555
1984-03-26,2.157,2.157,0.463606861381548,-0.768718367407019,-0.771033719217017,0.0023153518099972
1984-03-27,2.1522,2.1522,0.464640832636372,-0.766490574784155,-0.768718367407019,0.00222779262286454
1984-03-28,2.158,2.158,0.46339202965709,-0.769181866835943,-0.766490574784155,-0.00269129205178809
1984-03-29,2.144,2.144,0.466417910447761,-0.762673243208556,-0.769181866835943,0.00650862362738724
1984-03-30,2.1525,2.1525,0.464576074332172,-0.766629957319749,-0.762673243208556,-0.00395671411119314
1984-03-31,2.15283333333333,2.15283333333333,0.464504141828598,-0.766784804021823,-0.766629957319749,-0.000154846702074551
1984-04-01,2.15316666666667,2.15316666666667,0.464432231596873,-0.766939626750109,-0.766784804021823,-0.000154822728286041
1984-04-02,2.1535,2.1535,0.464360343626654,-0.767094425512028,-0.766939626750109,-0.000154798761918928
1984-04-03,2.1675,2.1675,0.461361014994233,-0.77357442967256,-0.767094425512028,-0.00648000416053152
1984-04-04,2.1715,2.1715,0.460511167395809,-0.77541817299274,-0.77357442967256,-0.00184374332017967
1984-04-05,2.181,2.181,0.458505272810637,-0.779783487219492,-0.77541817299274,-0.00436531422675257
1984-04-06,2.175,2.175,0.459770114942529,-0.777028664540647,-0.779783487219492,0.00275482267884475
1984-04-07,2.17533333333333,2.17533333333333,0.459699662886914,-0.777181909503019,-0.777028664540647,-0.000153244962371679
1984-04-08,2.17566666666667,2.17566666666667,0.459629232419182,-0.777335130984971,-0.777181909503019,-0.000153221481951737
1984-04-09,2.176,2.176,0.459558823529412,-0.777488328993696,-0.777335130984971,-0.000153198008725486
1984-04-10,2.1695,2.1695,0.460935699469924,-0.774496726256268,-0.777488328993696,0.00299160273742782
1984-04-11,2.1655,2.1655,0.46178711613946,-0.772651281672544,-0.774496726256268,0.00184544458372404
1984-04-12,2.1715,2.1715,0.460511167395809,-0.77541817299274,-0.772651281672544,-0.00276689132019514
1984-04-13,2.1765,2.1765,0.459453250631748,-0.777718082010215,-0.77541817299274,-0.00229990901747557
1984-04-14,2.17993333333333,2.17993333333333,0.458729624759167,-0.779294295293633,-0.777718082010215,-0.0015762132834175
1984-04-15,2.18336666666667,2.18336666666667,0.458008274682829,-0.780868028038081,-0.779294295293633,-0.00157373274444861
1984-04-16,2.1868,2.1868,0.457289189683556,-0.782439288038707,-0.780868028038081,-0.00157126000062591
1984-04-17,2.193,2.193,0.455996352029184,-0.785270469435751,-0.782439288038707,-0.00283118139704408
1984-04-18,2.1903,2.1903,0.456558462311099,-0.784038520748013,-0.785270469435751,0.00123194868773846
1984-04-19,2.202,2.202,0.454132606721163,-0.789366038300488,-0.784038520748013,-0.00532751755247551
1984-04-20,2.202,2.202,0.454132606721163,-0.789366038300488,-0.789366038300488,0
1984-04-21,2.2,2.2,0.454545454545455,-0.78845736036427,-0.789366038300488,0.000908677936218072
1984-04-22,2.198,2.198,0.454959053685168,-0.78754785598143,-0.78845736036427,0.000909504382840653
1984-04-23,2.196,2.196,0.455373406193078,-0.786637523647284,-0.78754785598143,0.000910332334145281
1984-04-24,2.2175,2.2175,0.450958286358512,-0.796380435201597,-0.786637523647284,-0.00974291155431317
1984-04-25,2.216,2.216,0.451263537906137,-0.795703768885037,-0.796380435201597,0.000676666316559937
1984-04-26,2.2262,2.2262,0.449195939268709,-0.800296096076988,-0.795703768885037,-0.0045923271919508
1984-04-27,2.2345,2.2345,0.447527411053927,-0.804017489391369,-0.800296096076988,-0.00372139331438093
1984-04-28,2.2385,2.2385,0.446727719454992,-0.805805998698883,-0.804017489391369,-0.00178850930751395
1984-04-29,2.2425,2.2425,0.445930880713489,-0.807591314950814,-0.805805998698883,-0.00178531625193112
1984-04-30,2.2465,2.2465,0.445136879590474,-0.809373449528078,-0.807591314950814,-0.00178213457726339
1984-05-01,2.2448,2.2448,0.445473984319316,-0.80861643036606,-0.809373449528078,0.000757019162018202
1984-05-02,2.2477,2.2477,0.444899230324332,-0.809907471168644,-0.80861643036606,-0.00129104080258502
1984-05-03,2.242,2.242,0.446030330062444,-0.807368324649968,-0.809907471168644,0.00253914651867626
1984-05-04,2.2505,2.2505,0.444345700955343,-0.81115241375085,-0.807368324649968,-0.00378408910088224
1984-05-05,2.261,2.261,0.442282176028306,-0.815807193295833,-0.81115241375085,-0.00465477954498239
1984-05-06,2.2715,2.2715,0.440237728373322,-0.820440406217321,-0.815807193295833,-0.00463321292148811
1984-05-07,2.282,2.282,0.438212094653812,-0.825052251439884,-0.820440406217321,-0.00461184522256297
1984-05-08,2.282,2.282,0.438212094653812,-0.825052251439884,-0.825052251439884,0
1984-05-09,2.28,2.28,0.43859649122807,-0.824175442966349,-0.825052251439884,0.000876808473534552
1984-05-10,2.288,2.288,0.437062937062937,-0.827678073517551,-0.824175442966349,-0.00350263055120204
1984-05-11,2.2902,2.2902,0.436643087939918,-0.828639149997102,-0.827678073517551,-0.000961076479550571
1984-05-12,2.2868,2.2868,0.437292286164072,-0.827153460407679,-0.828639149997102,0.00148568958942286
1984-05-13,2.2834,2.2834,0.437943417710432,-0.82566556026009,-0.827153460407679,0.00148790014758937
1984-05-14,2.28,2.28,0.43859649122807,-0.824175442966349,-0.82566556026009,0.00149011729374038
1984-05-15,2.2715,2.2715,0.440237728373322,-0.820440406217321,-0.824175442966349,0.00373503674902842
1984-05-16,2.268,2.268,0.440917107583774,-0.818898385865506,-0.820440406217321,0.00154202035181539
1984-05-17,2.2735,2.2735,0.439850450846712,-0.821320494282928,-0.818898385865506,-0.00242210841742252
1984-05-18,2.281,2.281,0.438404208680403,-0.824613943302251,-0.821320494282928,-0.00329344901932294
1984-05-19,2.27716666666667,2.27716666666667,0.439142208885311,-0.822931980128296,-0.824613943302251,0.00168196317395519
1984-05-20,2.27333333333333,2.27333333333333,0.439882697947214,-0.821247183187261,-0.822931980128296,0.00168479694103474
1984-05-21,2.2695,2.2695,0.440625688477638,-0.819559542914383,-0.821247183187261,0.00168764027287793
1984-05-22,2.267,2.267,0.441111601235113,-0.818457371525392,-0.819559542914383,0.00110217138899127
1984-05-23,2.2775,2.2775,0.439077936333699,-0.823078350151976,-0.818457371525392,-0.00462097862658439
1984-05-24,2.268,2.268,0.440917107583774,-0.818898385865506,-0.823078350151976,0.00417996428647072
1984-05-25,2.249,2.249,0.444642063139173,-0.810485672977179,-0.818898385865506,0.00841271288832679
1984-05-26,2.2515,2.2515,0.444148345547413,-0.811596660759489,-0.810485672977179,-0.00111098778231056
1984-05-27,2.254,2.254,0.443655723158829,-0.812706415617585,-0.811596660759489,-0.00110975485809528
1984-05-28,2.2565,2.2565,0.44316419233326,-0.813814940284919,-0.812706415617585,-0.00110852466733413
1984-05-29,2.259,2.259,0.442673749446658,-0.814922237485866,-0.813814940284919,-0.00110729720094749
1984-05-30,2.265,2.265,0.441501103752759,-0.817574758934997,-0.814922237485866,-0.0026525214491312
1984-05-31,2.26,2.26,0.442477876106195,-0.815364813284194,-0.817574758934997,0.00220994565080301
1984-06-01,2.2295,2.2295,0.448531060775959,-0.801777345085394,-0.815364813284194,0.0135874681988002
1984-06-02,2.22833333333333,2.22833333333333,0.448765893792072,-0.801253921885797,-0.801777345085394,0.000523423199597639
1984-06-03,2.22716666666667,2.22716666666667,0.449000972835441,-0.800730224570869,-0.801253921885797,0.000523697314927629
1984-06-04,2.226,2.226,0.449236298292902,-0.800206252853353,-0.800730224570869,0.000523971717515836
1984-06-05,2.2345,2.2345,0.447527411053927,-0.804017489391369,-0.800206252853353,-0.00381123653801607
1984-06-06,2.2335,2.2335,0.447727781508843,-0.803569861810036,-0.804017489391369,0.000447627581332988
1984-06-07,2.245,2.245,0.44543429844098,-0.808705521194218,-0.803569861810036,-0.00513565938418148
1984-06-08,2.249,2.249,0.444642063139173,-0.810485672977179,-0.808705521194218,-0.00178015178296109
1984-06-09,2.255,2.255,0.443458980044346,-0.813149972954642,-0.810485672977179,-0.00266429997746287
1984-06-10,2.261,2.261,0.442282176028306,-0.815807193295833,-0.813149972954642,-0.0026572203411912
1984-06-11,2.267,2.267,0.441111601235113,-0.818457371525392,-0.815807193295833,-0.00265017822955904
1984-06-12,2.2787,2.2787,0.438846710843902,-0.823605104915923,-0.818457371525392,-0.00514773339053121
1984-06-13,2.271,2.271,0.440334654337296,-0.820220263123421,-0.823605104915923,0.00338484179250165
1984-06-14,2.272,2.272,0.440140845070423,-0.820660500858905,-0.820220263123421,-0.000440237735483406
1984-06-15,2.2805,2.2805,0.438500328875247,-0.824394717169618,-0.820660500858905,-0.00373421631071325
1984-06-16,2.28466666666667,2.28466666666667,0.437700612780858,-0.826220134784307,-0.824394717169618,-0.00182541761468935
1984-06-17,2.28883333333333,2.28883333333333,0.436903808344863,-0.82804222632009,-0.826220134784307,-0.00182209153578239
1984-06-18,2.293,2.293,0.436109899694723,-0.829861003875767,-0.82804222632009,-0.00181877755567761
1984-06-19,2.288,2.288,0.437062937062937,-0.827678073517551,-0.829861003875767,0.00218293035821604
1984-06-20,2.306,2.306,0.433651344319167,-0.835514421846867,-0.827678073517551,-0.00783634832931601
1984-06-21,2.313,2.313,0.432338953739732,-0.838545383249302,-0.835514421846867,-0.00303096140243475
1984-06-22,2.3135,2.3135,0.432245515452777,-0.838761529364917,-0.838545383249302,-0.000216146115615046
1984-06-23,2.321,2.321,0.430848772081,-0.8419981272923,-0.838761529364917,-0.00323659792738262
1984-06-24,2.3285,2.3285,0.429461026411853,-0.845224283440295,-0.8419981272923,-0.00322615614799504
1984-06-25,2.336,2.336,0.428082191780822,-0.848440064965981,-0.845224283440295,-0.00321578152568569
1984-06-26,2.322,2.322,0.430663221360896,-0.8424288832757,-0.848440064965981,0.0060111816902807
1984-06-27,2.332,2.332,0.428816466552316,-0.846726268488246,-0.8424288832757,-0.00429738521254597
1984-06-28,2.327,2.327,0.429737859905458,-0.844579884320155,-0.846726268488246,0.0021463841680911
1984-06-29,2.331,2.331,0.429000429000429,-0.84629736005362,-0.844579884320155,-0.00171747573346537
1984-06-30,2.33483333333333,2.33483333333333,0.428296095367264,-0.847940510985922,-0.84629736005362,-0.00164315093230172
1984-07-01,2.33866666666667,2.33866666666667,0.427594070695553,-0.849580966401772,-0.847940510985922,-0.00164045541585045
1984-07-02,2.3425,2.3425,0.426894343649947,-0.85121873513044,-0.849580966401772,-0.00163776872866783
1984-07-03,2.3645,2.3645,0.422922393740749,-0.860566583101793,-0.85121873513044,-0.00934784797135324
1984-07-04,2.36925,2.36925,0.42207449614857,-0.862573449368167,-0.860566583101793,-0.00200686626637381
1984-07-05,2.374,2.374,0.4212299915754,-0.864576296187476,-0.862573449368167,-0.00200284681930918
1984-07-06,2.387,2.387,0.418935902806871,-0.870037347356693,-0.864576296187476,-0.00546105116921669
1984-07-07,2.38866666666667,2.38866666666667,0.418643594753,-0.870735330214652,-0.870037347356693,-0.00069798285795919
1984-07-08,2.39033333333333,2.39033333333333,0.418351694324362,-0.871432826232328,-0.870735330214652,-0.000697496017675991
1984-07-09,2.392,2.392,0.418060200668896,-0.872129836088385,-0.871432826232328,-0.00069700985605714
1984-07-10,2.3835,2.3835,0.419551080344032,-0.868569995662743,-0.872129836088385,0.00355984042564206
1984-07-11,2.403,2.403,0.416146483562214,-0.876717956754332,-0.868569995662743,-0.00814796109158855
1984-07-12,2.4085,2.4085,0.415196180195142,-0.879004147088138,-0.876717956754332,-0.00228619033380661
1984-07-13,2.4,2.4,0.416666666666667,-0.8754687373539,-0.879004147088138,0.0035354097342386
1984-07-14,2.39566666666667,2.39566666666667,0.417420342284681,-0.873661549818196,-0.8754687373539,0.00180718753570397
1984-07-15,2.39133333333333,2.39133333333333,0.418176749372735,-0.871851090441981,-0.873661549818196,0.00181045937621471
1984-07-16,2.387,2.387,0.418935902806871,-0.870037347356693,-0.871851090441981,0.00181374308528814
1984-07-17,2.4075,2.4075,0.415368639667705,-0.878588864690144,-0.870037347356693,-0.00855151733345061
1984-07-18,2.4215,2.4215,0.412967169110056,-0.884387182861147,-0.878588864690144,-0.00579831817100307
1984-07-19,2.4075,2.4075,0.415368639667705,-0.878588864690144,-0.884387182861147,0.00579831817100307
1984-07-20,2.423,2.423,0.412711514651259,-0.885006441834389,-0.878588864690144,-0.00641757714424507
1984-07-21,2.42866666666667,2.42866666666667,0.411748558880044,-0.887342409918262,-0.885006441834389,-0.0023359680838736
1984-07-22,2.43433333333333,2.43433333333333,0.410790086265918,-0.889672933969863,-0.887342409918262,-0.00233052405160072
1984-07-23,2.44,2.44,0.40983606557377,-0.89199803930511,-0.889672933969863,-0.00232510533524743
1984-07-24,2.4402,2.4402,0.40980247520695,-0.892080003159097,-0.89199803930511,-8.19638539862888e-05
1984-07-25,2.434,2.434,0.410846343467543,-0.889535994565335,-0.892080003159097,0.00254400859376125
1984-07-26,2.4275,2.4275,0.411946446961895,-0.886861921183343,-0.889535994565335,0.00267407338199244
1984-07-27,2.462,2.462,0.406173842404549,-0.900974027762262,-0.886861921183343,-0.0141121065789188
1984-07-28,2.4625,2.4625,0.406091370558376,-0.901177094064107,-0.900974027762262,-0.000203066301845078
1984-07-29,2.463,2.463,0.406008932196508,-0.901380119138401,-0.901177094064107,-0.000203025074293928
1984-07-30,2.4635,2.4635,0.405926527298559,-0.901583103001881,-0.901380119138401,-0.000202983863479722
1984-07-31,2.4725,2.4725,0.404448938321537,-0.90522978451473,-0.901583103001881,-0.00364668151284953
1984-08-01,2.465,2.465,0.405679513184584,-0.902191807494653,-0.90522978451473,0.0030379770200768
1984-08-02,2.451,2.451,0.407996736026112,-0.896496104545976,-0.902191807494653,0.00569570294867783
1984-08-03,2.404,2.404,0.415973377703827,-0.877134016672961,-0.896496104545976,0.0193620878730144
1984-08-04,2.4095,2.4095,0.415023863872173,-0.87941925709825,-0.877134016672961,-0.00228524042528921
1984-08-05,2.415,2.415,0.41407867494824,-0.881699287104536,-0.87941925709825,-0.00228003000628574
1984-08-06,2.4205,2.4205,0.413137781450114,-0.883974130397612,-0.881699287104536,-0.00227484329307603
1984-08-07,2.455,2.455,0.407331975560081,-0.898126761246484,-0.883974130397612,-0.0141526308488719
1984-08-08,2.445,2.445,0.408997955010225,-0.894045122926835,-0.898126761246484,0.00408163831964858
1984-08-09,2.4415,2.4415,0.409584271963957,-0.892612604519578,-0.894045122926835,0.00143251840725744
1984-08-10,2.4425,2.4425,0.409416581371546,-0.893022104934801,-0.892612604519578,-0.000409500415222808
1984-08-11,2.44516666666667,2.44516666666667,0.408970077022698,-0.894113286929452,-0.893022104934801,-0.0010911819946513
1984-08-12,2.44783333333333,2.44783333333333,0.408524545516443,-0.89520327954367,-0.894113286929452,-0.00108999261421827
1984-08-13,2.4505,2.4505,0.408079983676801,-0.896292085367465,-0.89520327954367,-0.00108880582379489
1984-08-14,2.4215,2.4215,0.412967169110056,-0.884387182861147,-0.896292085367465,0.0119049025063185
1984-08-15,2.4115,2.4115,0.414679659962679,-0.88024896052689,-0.884387182861147,0.00413822233425709
1984-08-16,2.3755,2.3755,0.420964007577352,-0.865207941644839,-0.88024896052689,0.0150410188820506
1984-08-17,2.3835,2.3835,0.419551080344032,-0.868569995662743,-0.865207941644839,-0.00336205401790424
1984-08-18,2.38766666666667,2.38766666666667,0.418818930615664,-0.870316598964204,-0.868569995662743,-0.00174660330146115
1984-08-19,2.39183333333333,2.39183333333333,0.418089331753885,-0.87206015696074,-0.870316598964204,-0.00174355799653536
1984-08-20,2.396,2.396,0.417362270450751,-0.873800680253203,-0.87206015696074,-0.0017405232924631
1984-08-21,2.409,2.409,0.4151100041511,-0.879211723632734,-0.873800680253203,-0.00541104337953136
1984-08-22,2.4005,2.4005,0.416579879191835,-0.875677048988858,-0.879211723632734,0.00353467464387625
1984-08-23,2.384,2.384,0.419463087248322,-0.868779749203103,-0.875677048988858,0.00689729978575471
1984-08-24,2.393,2.393,0.417885499373172,-0.872547808926236,-0.868779749203103,-0.00376805972313299
1984-08-25,2.3955,2.3955,0.417449384262158,-0.87359197734104,-0.872547808926236,-0.00104416841480337
1984-08-26,2.398,2.398,0.417014178482068,-0.874635056605323,-0.87359197734104,-0.00104307926428293
