"Date","Value","USDCHF","CHFUSD","LogCHFUSD","LaggedLogCHFUSD","LogDifferenceCHFUSD"
1971-02-12,4.29672,4.29672,0.232735668137556,-1.45785194092899,-1.45784728620479,-4.65472419586277e-06
1971-02-13,4.29674,4.29674,0.232734584824774,-1.45785659563152,-1.45785194092899,-4.6547025296384e-06
1971-02-14,4.29676,4.29676,0.232733501522077,-1.45786125031238,-1.45785659563152,-4.65468086341403e-06
1971-02-15,4.29678,4.29678,0.232732418229465,-1.45786590497158,-1.45786125031238,-4.6546591974117e-06
1971-02-16,4.2968,4.2968,0.232731334946937,-1.45787055960911,-1.45786590497158,-4.65463753185347e-06
1971-02-17,4.2968,4.2968,0.232731334946937,-1.45787055960911,-1.45787055960911,0
1971-02-18,4.2967,4.2967,0.232736751460423,-1.45784728620479,-1.45787055960911,2.32734043181804e-05
1971-02-19,4.2963,4.2963,0.232758420035845,-1.45775418717063,-1.45784728620479,9.30990341649895e-05
1971-02-20,4.29613333333333,4.29613333333333,0.23276744979982,-1.45771539334815,-1.45775418717063,3.87938224766238e-05
1971-02-21,4.29596666666667,4.29596666666667,0.232776480264434,-1.45767659802066,-1.45771539334815,3.87953274954e-05
1971-02-22,4.2958,4.2958,0.232785511429769,-1.45763780118803,-1.45767659802066,3.87968326316379e-05
1971-02-23,4.2957,4.2957,0.232790930465349,-1.45761452236593,-1.45763780118803,2.32788220926317e-05
1971-02-24,4.3015,4.3015,0.232477042892014,-1.45896379907927,-1.45761452236593,-0.00134927671333251
1971-02-25,4.3073,4.3073,0.232164000650059,-1.46031125769779,-1.45896379907927,-0.00134745861852092
1971-02-26,4.307,4.307,0.232180171813327,-1.46024160607197,-1.46031125769779,6.96516258129609e-05
1971-02-27,4.3071,4.3071,0.232174781175269,-1.46026482381962,-1.46024160607197,-2.32177476473527e-05
1971-02-28,4.3072,4.3072,0.232169390787519,-1.46028804102822,-1.46026482381962,-2.32172085958826e-05
1971-03-01,4.3073,4.3073,0.232164000650059,-1.46031125769779,-1.46028804102822,-2.32166695697256e-05
1971-03-02,4.3054,4.3054,0.232266456078413,-1.45987004877821,-1.46031125769779,0.000441208919577329
1971-03-03,4.3039,4.3039,0.232347405841214,-1.45952158838882,-1.45987004877821,0.000348460389387739
1971-03-04,4.3068,4.3068,0.232190953840438,-1.46019516895942,-1.45952158838882,-0.000673580570603294
1971-03-05,4.3066,4.3066,0.232201736868992,-1.46014872969037,-1.46019516895942,4.64392690542326e-05
1971-03-06,4.30506666666667,4.30506666666667,0.232284440039643,-1.45979262362893,-1.46014872969037,0.000356106061436989
1971-03-07,4.30353333333333,4.30353333333333,0.232367202143975,-1.45943639071079,-1.45979262362893,0.000356232918139465
1971-03-08,4.302,4.302,0.232450023245002,-1.45908003084554,-1.45943639071079,0.000356359865256062
1971-03-09,4.3011,4.3011,0.232498663132687,-1.45887080393819,-1.45908003084554,0.000209226907343263
1971-03-10,4.304,4.304,0.232342007434944,-1.45954482285948,-1.45887080393819,-0.000674018921288599
1971-03-11,4.3012,4.3012,0.232493257695527,-1.45889405353423,-1.45954482285948,0.000650769325249323
1971-03-12,4.301,4.301,0.232504068821204,-1.4588475538016,-1.45889405353423,4.64997326348193e-05
1971-03-13,4.3008,4.3008,0.232514880952381,-1.45880105190664,-1.4588475538016,4.65018949606932e-05
1971-03-14,4.3006,4.3006,0.232525694089197,-1.45875454784915,-1.45880105190664,4.65040574872955e-05
1971-03-15,4.3004,4.3004,0.232536508231792,-1.45870804162894,-1.45875454784915,4.65062202152922e-05
1971-03-16,4.3002,4.3002,0.232547323380308,-1.45866153324579,-1.45870804162894,4.65083831444613e-05
1971-03-17,4.2995,4.2995,0.232585184323759,-1.45849873686881,-1.45866153324579,0.000162796376977248
1971-03-18,4.2983,4.2983,0.232650117488309,-1.45821959569135,-1.45849873686881,0.000279141177462305
1971-03-19,4.2972,4.2972,0.232709671413944,-1.45796364781025,-1.45821959569135,0.000255947881101726
1971-03-20,4.29716666666667,4.29716666666667,0.232711476554319,-1.45795589079112,-1.45796364781025,7.75701913258153e-06
1971-03-21,4.29713333333333,4.29713333333333,0.232713281722699,-1.45794813371181,-1.45795589079112,7.75707930444902e-06
1971-03-22,4.2971,4.2971,0.232715086919085,-1.45794037657234,-1.45794813371181,7.75713947742673e-06
1971-03-23,4.2972,4.2972,0.232709671413944,-1.45796364781025,-1.45794037657234,-2.32712379144573e-05
1971-03-24,4.2968,4.2968,0.232731334946937,-1.45787055960911,-1.45796364781025,9.30882011376255e-05
1971-03-25,4.2969,4.2969,0.232725918685564,-1.45789383247179,-1.45787055960911,-2.32728626794465e-05
1971-03-26,4.2959,4.2959,0.232780092646477,-1.45766107946823,-1.45789383247179,0.000232753003564623
1971-03-27,4.29613333333333,4.29613333333333,0.23276744979982,-1.45771539334815,-1.45766107946823,-5.43138799253828e-05
1971-03-28,4.29636666666667,4.29636666666667,0.232754808326415,-1.45776970427824,-1.45771539334815,-5.43109300881195e-05
1971-03-29,4.2966,4.2966,0.232742168226039,-1.45782401225881,-1.45776970427824,-5.43079805710445e-05
1971-03-30,4.2958,4.2958,0.232785511429769,-1.45763780118803,-1.45782401225881,0.000186211070786202
1971-03-31,4.2954,4.2954,0.232807189085999,-1.45754468264806,-1.45763780118803,9.31185399686285e-05
1971-04-01,4.2955,4.2955,0.232801769293447,-1.45756796309597,-1.45754468264806,-2.32804479169957e-05
1971-04-02,4.2947,4.2947,0.23284513470091,-1.45738170433545,-1.45756796309597,0.000186258760520808
1971-04-03,4.2955,4.2955,0.232801769293447,-1.45756796309597,-1.45738170433545,-0.000186258760520808
1971-04-04,4.2963,4.2963,0.232758420035845,-1.45775418717063,-1.45756796309597,-0.000186224074655517
1971-04-05,4.2971,4.2971,0.232715086919085,-1.45794037657234,-1.45775418717063,-0.000186189401706116
1971-04-06,4.2974,4.2974,0.232698841159771,-1.45801018866149,-1.45794037657234,-6.98120891549081e-05
1971-04-07,4.296,4.296,0.232774674115456,-1.45768435720656,-1.45801018866149,0.000325831454927039
1971-04-08,4.2937,4.2937,0.232899364184736,-1.45714883208812,-1.45768435720656,0.000535525118448232
1971-04-09,4.2951,4.2951,0.232823449977882,-1.45747483805225,-1.45714883208812,-0.000326005964139009
1971-04-10,4.2957,4.2957,0.232790930465349,-1.45761452236593,-1.45747483805225,-0.000139684313678723
1971-04-11,4.2963,4.2963,0.232758420035845,-1.45775418717063,-1.45761452236593,-0.000139664804696293
1971-04-12,4.2969,4.2969,0.232725918685564,-1.45789383247179,-1.45775418717063,-0.000139645301162616
1971-04-13,4.3019,4.3019,0.232455426671936,-1.45905678557304,-1.45789383247179,-0.00116295310125247
1971-04-14,4.3024,4.3024,0.232428412049089,-1.45917300653246,-1.45905678557304,-0.000116220959418545
1971-04-15,4.2992,4.2992,0.232601414216598,-1.45842895887909,-1.45917300653246,0.000744047653373325
1971-04-16,4.3019,4.3019,0.232455426671936,-1.45905678557304,-1.45842895887909,-0.00062782669395478
1971-04-17,4.303,4.303,0.232396002788752,-1.45931245385646,-1.45905678557304,-0.000255668283418053
1971-04-18,4.3041,4.3041,0.232336609279524,-1.45956805679032,-1.45931245385646,-0.000255602933854293
1971-04-19,4.3052,4.3052,0.23227724612097,-1.45982359440801,-1.45956805679032,-0.000255537617689372
1971-04-20,4.3039,4.3039,0.232347405841214,-1.45952158838882,-1.45982359440801,0.000302006019184731
1971-04-21,4.3008,4.3008,0.232514880952381,-1.45880105190664,-1.45952158838882,0.000720536482182954
1971-04-22,4.2995,4.2995,0.232585184323759,-1.45849873686881,-1.45880105190664,0.000302315037824297
1971-04-23,4.3025,4.3025,0.232423009877978,-1.45919624910356,-1.45849873686881,-0.000697512234743236
1971-04-24,4.30193333333333,4.30193333333333,0.232453625501712,-1.45906453405725,-1.45919624910356,0.000131715046310266
1971-04-25,4.30136666666667,4.30136666666667,0.232484249192117,-1.4589328016598,-1.45906453405725,0.000131732397448792
1971-04-26,4.3008,4.3008,0.232514880952381,-1.45880105190664,-1.4589328016598,0.000131749753159882
1971-04-27,4.299,4.299,0.232612235403582,-1.45838243751414,-1.45880105190664,0.000418614392494021
1971-04-28,4.2957,4.2957,0.232790930465349,-1.45761452236593,-1.45838243751414,0.000767915148211396
1971-04-29,4.2957,4.2957,0.232790930465349,-1.45761452236593,-1.45761452236593,0
1971-04-30,4.2959,4.2959,0.232780092646477,-1.45766107946823,-1.45761452236593,-4.65571022942868e-05
1971-05-01,4.29576666666667,4.29576666666667,0.232787317746929,-1.45763004164087,-1.45766107946823,3.10378273544742e-05
1971-05-02,4.29563333333333,4.29563333333333,0.232794543295905,-1.45759900285014,-1.45763004164087,3.1038790731186e-05
1971-05-03,4.2955,4.2955,0.232801769293447,-1.45756796309597,-1.45759900285014,3.10397541676277e-05
1971-05-04,4.2952,4.2952,0.232818029428199,-1.45749812012622,-1.45756796309597,6.98429697514324e-05
1971-05-05,4.1841,4.1841,0.239000023900002,-1.43129162705062,-1.45749812012622,0.0262064930756012
1971-05-06,4.1667,4.1667,0.23999808001536,-1.42712435560815,-1.43129162705062,0.00416727144247564
1971-05-07,4.1374,4.1374,0.241697684536182,-1.42006757122681,-1.42712435560815,0.00705678438133406
1971-05-08,4.12746666666667,4.12746666666667,0.242279364258948,-1.41766382086595,-1.42006757122681,0.00240375036086382
1971-05-09,4.11753333333333,4.11753333333333,0.242863850525395,-1.41525427856411,-1.41766382086595,0.0024095423018371
1971-05-10,4.1076,4.1076,0.243451163696563,-1.412838916342,-1.41525427856411,0.00241536222210814
1971-05-11,4.1164,4.1164,0.242930716159751,-1.4149789949798,-1.412838916342,-0.00214007863779675
1971-05-12,4.1095,4.1095,0.24333860566979,-1.41330136660642,-1.4149789949798,0.00167762837338192
1971-05-13,4.095,4.095,0.244200244200244,-1.40976671730503,-1.41330136660642,0.00353464930138503
1971-05-14,4.095,4.095,0.244200244200244,-1.40976671730503,-1.40976671730503,0
1971-05-15,4.0938,4.0938,0.244271825687625,-1.4094736340673,-1.40976671730503,0.000293083237736802
1971-05-16,4.0926,4.0926,0.244343449152128,-1.40918046490659,-1.4094736340673,0.000293169160703988
1971-05-17,4.0914,4.0914,0.244415114630689,-1.40888720977253,-1.40918046490659,0.000293255134066417
1971-05-18,4.0872,4.0872,0.244666275200626,-1.40786013903445,-1.40888720977253,0.00102707073807418
1971-05-19,4.0866,4.0866,0.244702197425733,-1.40771332849319,-1.40786013903445,0.000146810541260534
1971-05-20,4.0869,4.0869,0.244684234994739,-1.40778673645799,-1.40771332849319,-7.34079647970454e-05
1971-05-21,4.0733,4.0733,0.245501190680775,-1.4044534817358,-1.40778673645799,0.00333325472218737
1971-05-22,4.07456666666667,4.07456666666667,0.245424871356463,-1.40476440157008,-1.4044534817358,-0.000310919834280998
1971-05-23,4.07583333333333,4.07583333333333,0.245348599468411,-1.40507522476327,-1.40476440157008,-0.000310823193184095
1971-05-24,4.0771,4.0771,0.245272374972407,-1.40538595137541,-1.40507522476327,-0.000310726612145817
1971-05-25,4.0868,4.0868,0.244690222178722,-1.40776226773513,-1.40538595137541,-0.00237631635972035
1971-05-26,4.0882,4.0882,0.244606428256935,-1.40810477538374,-1.40776226773513,-0.000342507648608104
1971-05-27,4.0984,4.0984,0.243997657622487,-1.41059665364286,-1.40810477538374,-0.00249187825911568
1971-05-28,4.1058,4.1058,0.243557893711335,-1.41240060820437,-1.41059665364286,-0.00180395456151472
1971-05-29,4.105825,4.105825,0.243556410709175,-1.41240669713318,-1.41240060820437,-6.0889288051591e-06
1971-05-30,4.10585,4.10585,0.243554927725075,-1.41241278602491,-1.41240669713318,-6.08889173037142e-06
1971-05-31,4.105875,4.105875,0.243553444759034,-1.41241887487956,-1.41241278602491,-6.08885465602782e-06
1971-06-01,4.1059,4.1059,0.243551961811052,-1.41242496369714,-1.41241887487956,-6.08881758212831e-06
1971-06-02,4.0995,4.0995,0.243932186852055,-1.4108650150541,-1.41242496369714,0.00155994864304843
1971-06-03,4.0898,4.0898,0.244510734021224,-1.40849606910358,-1.4108650150541,0.00236894595051806
1971-06-04,4.094,4.094,0.244259892525647,-1.4095224872391,-1.40849606910358,-0.00102641813552062
1971-06-05,4.09196666666667,4.09196666666667,0.244381267361253,-1.40902570208031,-1.4095224872391,0.000496785158784263
1971-06-06,4.08993333333333,4.08993333333333,0.244502762881221,-1.40852867000337,-1.40902570208031,0.000497032076948623
1971-06-07,4.0879,4.0879,0.244624379265638,-1.40803139076268,-1.40852867000337,0.000497279240687654
1971-06-08,4.0896,4.0896,0.24452269170579,-1.40844716576102,-1.40803139076268,-0.000415774998346441
1971-06-09,4.0909,4.0909,0.244444987655528,-1.40876499474726,-1.40844716576102,-0.000317828986234225
1971-06-10,4.0851,4.0851,0.244792049154243,-1.4073462078165,-1.40876499474726,0.00141878693075581
1971-06-11,4.0885,4.0885,0.244588479882598,-1.40817815461989,-1.4073462078165,-0.000831946803392603
1971-06-12,4.08903333333333,4.08903333333333,0.244556578164358,-1.40830859330167,-1.40817815461989,-0.00013043868177598
1971-06-13,4.08956666666667,4.08956666666667,0.244524684766927,-1.40843901497142,-1.40830859330167,-0.000130421669745306
1971-06-14,4.0901,4.0901,0.244492799687049,-1.40856941963357,-1.40843901497142,-0.000130404662151529
1971-06-15,4.0948,4.0948,0.244212171534629,-1.40971787606348,-1.40856941963357,-0.00114845642991113
1971-06-16,4.0907,4.0907,0.244456938910211,-1.40871610455462,-1.40971787606348,0.00100177150885794
1971-06-17,4.094,4.094,0.244259892525647,-1.4095224872391,-1.40871610455462,-0.00080638268447708
1971-06-18,4.0931,4.0931,0.244313600938164,-1.40930262916881,-1.4095224872391,0.000219858070287682
1971-06-19,4.09303333333333,4.09303333333333,0.244317580278685,-1.40928634146277,-1.40930262916881,1.62877060396749e-05
1971-06-20,4.09296666666667,4.09296666666667,0.244321559748837,-1.40927005349144,-1.40928634146277,1.62879713336839e-05
1971-06-21,4.0929,4.0929,0.244325539348628,-1.4092537652548,-1.40927005349144,1.62882366356865e-05
1971-06-22,4.0961,4.0961,0.244134664681038,-1.41003530150169,-1.4092537652548,-0.000781536246887038
1971-06-23,4.0943,4.0943,0.244241994968615,-1.40959576252216,-1.41003530150169,0.000439538979531973
1971-06-24,4.094,4.094,0.244259892525647,-1.4095224872391,-1.40959576252216,7.32752830583383e-05
1971-06-25,4.0944,4.0944,0.244236029699101,-1.40962018642339,-1.4095224872391,-9.76991842895902e-05
1971-06-26,4.09563333333333,4.09563333333333,0.244162481993017,-1.40992136550104,-1.40962018642339,-0.00030117907765681
1971-06-27,4.09686666666667,4.09686666666667,0.244088978568988,-1.41022245389717,-1.40992136550104,-0.000301088396130522
1971-06-28,4.0981,4.0981,0.244015519387033,-1.41052345166637,-1.41022245389717,-0.000300997769194566
1971-06-29,4.1017,4.1017,0.243801350659483,-1.41140152191962,-1.41052345166637,-0.000878070253250707
1971-06-30,4.0989,4.0989,0.243967893825173,-1.41071864503041,-1.41140152191962,0.000682876889205097
1971-07-01,4.0966,4.0966,0.244104867451057,-1.41015736138442,-1.41071864503041,0.000561283645996946
1971-07-02,4.0989,4.0989,0.243967893825173,-1.41071864503041,-1.41015736138442,-0.000561283645996946
1971-07-03,4.1001,4.1001,0.243896490329504,-1.41101136365673,-1.41071864503041,-0.000292718626312416
1971-07-04,4.1013,4.1013,0.243825128617755,-1.41130399662392,-1.41101136365673,-0.00029263296719173
1971-07-05,4.1025,4.1025,0.24375380865326,-1.41159654398211,-1.41130399662392,-0.000292547358189843
1971-07-06,4.1037,4.1037,0.243682530399396,-1.41188900578137,-1.41159654398211,-0.000292461799262345
1971-07-07,4.1049,4.1049,0.243611293819581,-1.41218138207174,-1.41188900578137,-0.000292376290365715
1971-07-08,4.105,4.105,0.243605359317905,-1.41220574290439,-1.41218138207174,-2.43608326546685e-05
1971-07-09,4.1061,4.1061,0.24354009887728,-1.41247367290319,-1.41220574290439,-0.00026792999880132
1971-07-10,4.10606666666667,4.10606666666667,0.243542075952655,-1.41246555486695,-1.41247367290319,8.1180362470068e-06
1971-07-11,4.10603333333333,4.10603333333333,0.243544053060131,-1.4124574367648,-1.41246555486695,8.11810214984554e-06
1971-07-12,4.106,4.106,0.243546030199708,-1.41244931859674,-1.4124574367648,8.11816805446064e-06
1971-07-13,4.1038,4.1038,0.243676592426532,-1.41191337373751,-1.41244931859674,0.000535944859231696
1971-07-14,4.098,4.098,0.244021473889702,-1.41049904981671,-1.41191337373751,0.00141432392080199
1971-07-15,4.0939,4.0939,0.244265858960893,-1.40949806095153,-1.41049904981671,0.0010009888651823
1971-07-16,4.0934,4.0934,0.244295695509845,-1.40937592056321,-1.40949806095153,0.000122140388313818
1971-07-17,4.09276666666667,4.09276666666667,0.244333498937149,-1.40922118798559,-1.40937592056321,0.000154732577624106
1971-07-18,4.09213333333333,4.09213333333333,0.244371314066013,-1.40906643146209,-1.40922118798559,0.000154756523500055
1971-07-19,4.0915,4.0915,0.24440914090187,-1.4089116509853,-1.40906643146209,0.000154780476788519
1971-07-20,4.0909,4.0909,0.244444987655528,-1.40876499474726,-1.4089116509853,0.000146656238041221
1971-07-21,4.0886,4.0886,0.244582497676466,-1.40820261316877,-1.40876499474726,0.000562381578487869
1971-07-22,4.0866,4.0866,0.244702197425733,-1.40771332849319,-1.40820261316877,0.000489284675579515
1971-07-23,4.0866,4.0866,0.244702197425733,-1.40771332849319,-1.40771332849319,0
1971-07-24,4.08646666666667,4.08646666666667,0.244710181574955,-1.40768070100126,-1.40771332849319,3.26274919277836e-05
1971-07-25,4.08633333333333,4.08633333333333,0.244718166245208,-1.40764807244475,-1.40768070100126,3.26285565155349e-05
1971-07-26,4.0862,4.0862,0.244726151436543,-1.40761544282357,-1.40764807244475,3.26296211730082e-05
1971-07-27,4.0862,4.0862,0.244726151436543,-1.40761544282357,-1.40761544282357,0
1971-07-28,4.0854,4.0854,0.244774073530132,-1.40741964273484,-1.40761544282357,0.000195800088735432
1971-07-29,4.0871,4.0871,0.244672261505713,-1.40783567210762,-1.40741964273484,-0.000416029372779514
1971-07-30,4.0862,4.0862,0.244726151436543,-1.40761544282357,-1.40783567210762,0.000220229284044082
1971-07-31,4.08673333333333,4.08673333333333,0.244694213797491,-1.4077459549206,-1.40761544282357,-0.000130512097025415
1971-08-01,4.08726666666667,4.08726666666667,0.244662284493304,-1.40787644998644,-1.4077459549206,-0.000130495065840508
1971-08-02,4.0878,4.0878,0.24463036352072,-1.40800692802554,-1.40787644998644,-0.000130478039100046
1971-08-03,4.0887,4.0887,0.244576515762956,-1.40822707111944,-1.40800692802554,-0.000220143093899727
1971-08-04,4.0607,4.0607,0.246262959588248,-1.40135537254519,-1.40822707111944,0.00687169857424519
1971-08-05,4.0616,4.0616,0.246208390781958,-1.40157698465105,-1.40135537254519,-0.000221612105852698
1971-08-06,4.0699,4.0699,0.245706282709649,-1.40361842912809,-1.40157698465105,-0.00204144447703802
1971-08-07,4.06433333333333,4.06433333333333,0.246042811449192,-1.40224972791002,-1.40361842912809,0.00136870121806765
1971-08-08,4.05876666666667,4.05876666666667,0.246380263298375,-1.40087915078107,-1.40224972791002,0.0013705771289465
1971-08-09,4.0532,4.0532,0.246718642060594,-1.39950669259203,-1.40087915078107,0.00137245818904597
1971-08-10,4.0582,4.0582,0.246414666600956,-1.40073952555139,-1.39950669259203,-0.00123283295936161
1971-08-11,4.06,4.06,0.246305418719212,-1.40118297361364,-1.40073952555139,-0.000443448062254159
1971-08-12,4.0527,4.0527,0.246749080859674,-1.39938332566161,-1.40118297361364,0.00179964795203302
1971-08-13,4.0633,4.0633,0.246105382324711,-1.40199545134597,-1.39938332566161,-0.00261212568436675
1971-08-14,4.05629,4.05629,0.246530696769708,-1.40026876274676,-1.40199545134597,0.00172668859921887
1971-08-15,4.04928,4.04928,0.246957483799589,-1.39853908753633,-1.40026876274676,0.00172967521042855
1971-08-16,4.04227,4.04227,0.24738575107551,-1.39680641536505,-1.39853908753633,0.00173267217127893
1971-08-17,4.03526,4.03526,0.247815506311861,-1.39507073582939,-1.39680641536505,0.00173567953566289
1971-08-18,4.02825,4.02825,0.248246757276733,-1.39333203847154,-1.39507073582939,0.00173869735784438
1971-08-19,4.02124,4.02124,0.248679511792382,-1.39159031277907,-1.39333203847154,0.00174172569246811
1971-08-20,4.01423,4.01423,0.249113777735705,-1.38984554818451,-1.39159031277907,0.00174476459455941
1971-08-21,4.00722,4.00722,0.249549563038715,-1.38809773406499,-1.38984554818451,0.00174781411952796
1971-08-22,4.00021,4.00021,0.249986875689026,-1.38634685974181,-1.38809773406499,0.001750874323172
1971-08-23,3.9932,3.9932,0.250425723730342,-1.38459291448013,-1.38634685974181,0.00175394526168082
1971-08-24,3.9761,3.9761,0.251502728804608,-1.38030143938348,-1.38459291448013,0.0042914750966514
1971-08-25,3.9748,3.9748,0.251584985408071,-1.37997443237507,-1.38030143938348,0.000327007008410263
1971-08-26,3.9651,3.9651,0.252200448916799,-1.37753107544973,-1.37997443237507,0.00244335692533748
1971-08-27,3.9732,3.9732,0.251686298197926,-1.37957181535906,-1.37753107544973,-0.00204073990933007
1971-08-28,3.97806666666667,3.97806666666667,0.251378391513466,-1.38079593913164,-1.37957181535906,-0.00122412377257697
1971-08-29,3.98293333333333,3.98293333333333,0.251071237279057,-1.3820185662571,-1.38079593913164,-0.00122262712546117
1971-08-30,3.9878,3.9878,0.250764832739857,-1.38323970039066,-1.3820185662571,-0.00122113413355995
1971-08-31,3.9936,3.9936,0.250400641025641,-1.38469307975292,-1.38323970039066,-0.00145337936225487
1971-09-01,4.0024,4.0024,0.249850089946032,-1.38689418119186,-1.38469307975292,-0.00220110143894137
1971-09-02,3.9992,3.9992,0.250050010002,-1.38609434111722,-1.38689418119186,0.000799840074634739
1971-09-03,3.979,3.979,0.251319426991706,-1.38103053144479,-1.38609434111722,0.00506380967243181
1971-09-04,3.984225,3.984225,0.250989841186178,-1.38234281403126,-1.38103053144479,-0.00131228258647065
1971-09-05,3.98945,3.98945,0.250661118700573,-1.3836533767888,-1.38234281403126,-0.00131056275753916
1971-09-06,3.994675,3.994675,0.250333256147246,-1.3849622242194,-1.3836533767888,-0.00130884743059645
1971-09-07,3.9999,3.9999,0.250006250156254,-1.38626936080739,-1.3849622242194,-0.00130713658798731
1971-09-08,3.9963,3.9963,0.250231464104296,-1.38536893304339,-1.38626936080739,0.000900427763995459
1971-09-09,3.9948,3.9948,0.250325423049965,-1.38499351538684,-1.38536893304339,0.000375417656547361
1971-09-10,3.9933,3.9933,0.250419452583077,-1.38461795673895,-1.38499351538684,0.000375558647896179
1971-09-11,3.995,3.995,0.250312891113892,-1.38504357921824,-1.38461795673895,-0.000425622479291565
1971-09-12,3.9967,3.9967,0.250206420296745,-1.3854690206201,-1.38504357921824,-0.000425441401865179
1971-09-13,3.9984,3.9984,0.250100040016006,-1.38589428109855,-1.3854690206201,-0.00042526047844782
1971-09-14,3.9897,3.9897,0.250645411935735,-1.38371604010509,-1.38589428109855,0.00217824099346076
1971-09-15,3.9853,3.9853,0.250922138860312,-1.38261259171727,-1.38371604010509,0.00110344838782495
1971-09-16,3.986,3.986,0.250878073256397,-1.3827882217906,-1.38261259171727,-0.000175630073337762
1971-09-17,3.9864,3.9864,0.250852899859522,-1.38288856798506,-1.3827882217906,-0.00010034619445487
1971-09-18,3.9814,3.9814,0.251167930878585,-1.3816335162377,-1.38288856798506,0.00125505174736174
