Date,SARON,SOFR,LogDifferenceCHFUSD
2021-03-28,-0.725464,0.01,0.0006035110323938803
2021-03-29,-0.725177,0.01,0.0006038754779178063
2021-03-30,-0.72523,0.01,-0.004891545270199173
2021-03-31,-0.72334,0.01,0.0009551605926504253
2021-04-01,-0.724835,0.01,0.0009560737967343746
2021-04-02,-0.7249584,0.01,-0.001062247816051555
2021-04-03,-0.7250818,0.01,0.0021256252025156283
2021-04-04,-0.7252052,0.01,0.0021301531113630603
2021-04-05,-0.7253286,0.01,0.0021347003516818536
2021-04-06,-0.725452,0.01,0.003639481645240264
2021-04-07,-0.725747,0.01,0.005484179560610203
2021-04-08,-0.726112,0.01,0.002699348397145973
2021-04-09,-0.725439,0.01,0.0
2021-04-10,-0.7256616666666666,0.01,0.0007571251240483523
2021-04-11,-0.7258843333333332,0.01,0.000757698796871431
2021-04-12,-0.726107,0.01,0.0007582733396959557
2021-04-13,-0.726084,0.01,0.0016268101847121824
2021-04-14,-0.725833,0.01,-0.0016268101847121824
2021-04-15,-0.726011,0.01,0.0001083717150884983
2021-04-16,-0.726723,0.01,0.0033653616954837373
2021-04-17,-0.726381,0.01,0.0014872588213459825
2021-04-18,-0.726039,0.01,0.0014894740551827101
2021-04-19,-0.725697,0.01,0.0014916958979323686
2021-04-20,-0.725919,0.01,0.0010928962836449924
2021-04-21,-0.725443,0.01,-0.002293704244103384
2021-04-22,-0.725669,0.01,-0.0017440597400979752
2021-04-23,-0.72545,0.01,0.003272611189588312
2021-04-24,-0.725437,0.01,0.00025498588609133843
2021-04-25,-0.7254240000000001,0.01,0.00025505092047699296
2021-04-26,-0.725411,0.01,0.0002551159880447157
2021-04-27,-0.725353,0.01,0.0012035670800216863
2021-04-28,-0.725862,0.01,0.001095410340665695
2021-04-29,-0.725685,0.01,0.0027437870475879172
2021-04-30,-0.725071,0.01,-0.0030725361601864343
2021-05-01,-0.725203,0.01,0.0004018191502621893
2021-05-02,-0.725335,0.01,0.00040198067379723645
2021-05-03,-0.725467,0.01,0.0004021423272429214
2021-05-04,-0.725621,0.01,-0.0021915415302166397
2021-05-05,-0.726071,0.01,0.0006569583067773666
2021-05-06,-0.725532,0.01,0.0037309381586421025
2021-05-07,-0.725736,0.01,0.009610678778932041
2021-05-08,-0.725715,0.01,0.0008513631577885955
2021-05-09,-0.7256940000000001,0.01,0.0008520885946691342
2021-05-10,-0.725673,0.01,0.000852815268876983
2021-05-11,-0.725637,0.01,-0.0037765234265640935
